dataset: C
instance: SA
+-----------+
2D Packing Heuristic in Truck P068156207
Min2DVol: 31.679999999999993 [m2]
Stack 0 with items: ['0090017100_27022023014504', '0090017100_27022023014504', '0090017100_27022023014504']
Stack 1 with items: ['0090017100_27022023000963', '0090017100_27022023014504', '0090017100_27022023014504']
Stack 2 with items: ['0090017100_27022023028507', '0090017100_27022023028507', '0090017100_27022023028507']
Stack 3 with items: ['0090017100_27022023000963', '0090017100_27022023000963', '0090017100_27022023000963']
Stack 4 with items: ['0090017100_27022023034774', '0090017100_27022023034774']
Stack 5 with items: ['0090017100_27022023034774', '0090017100_27022023034774']
Stack 6 with items: ['0090017100_27022023023965', '0090017100_27022023023965']
Stack 7 with items: ['0090017100_27022023023965', '0090017100_27022023023965']
Stack 8 with items: ['0090017100_27022023011845', '0090017100_27022023005995']
Stack 9 with items: ['0090017100_27022023005995', '0090017100_27022023005995']
Stack 10 with items: ['0090017100_27022023005995', '0090017100_27022023005995']
Stack 11 with items: ['0090017100_27022023005995', '0090017100_27022023005995']
Stack 12 with items: ['0090017100_27022023005995', '0090017100_27022023005995']
Stack 13 with items: ['0090017100_27022023005995', '0090017100_27022023005995']
Heuristic packed all stacks
