dataset: C
instance: MA
+-----------+
2D Packing Heuristic in Truck P066139501
Min2DVol: 26.486020000000018 [m2]
Stack 0 with items: ['0090016200_27022023039100', '0090016200_27022023038209', '0090016200_27022023036796']
Stack 1 with items: ['0090016200_27022023038209', '0090016200_27022023036163', '0090016200_27022023035887']
Stack 2 with items: ['0090016200_27022023036163', '0090016200_27022023035887', '0090016200_27022023036163']
Stack 3 with items: ['0090016200_27022023036163', '0090016200_27022023035887', '0090016200_27022023036163']
Stack 4 with items: ['0090016200_27022023036163', '0090016200_27022023035887', '0090016200_27022023036163']
Stack 5 with items: ['0090016200_27022023036163', '0090016200_27022023035887', '0090016200_27022023036163']
Stack 6 with items: ['0090016200_27022023036163', '0090016200_27022023035887', '0090016200_27022023036163']
Stack 7 with items: ['0090016200_27022023036163', '0090016200_27022023035887', '0090016200_27022023036163']
Stack 8 with items: ['0090016200_27022023036163', '0090016200_27022023035887', '0090016200_27022023036163']
Stack 9 with items: ['0090016200_27022023036163', '0090016200_27022023035887', '0090016200_27022023035887']
Stack 10 with items: ['0090016200_27022023035887', '0090016200_27022023035887', '0090016200_27022023035887']
Stack 11 with items: ['0090016200_27022023035887', '0090016200_27022023035887', '0090016200_27022023035887']
Stack 12 with items: ['0090016200_27022023035887', '0090016200_27022023035887', '0090016200_27022023035887']
Stack 13 with items: ['0090016200_27022023035887', '0090016200_27022023035887', '0090016200_27022023035887']
Stack 14 with items: ['0090016200_27022023034936', '0090016200_27022023034936', '0090016200_27022023034936']
Stack 15 with items: ['0090016200_27022023034400', '0090016200_27022023028329', '0090016200_27022023034400']
Stack 16 with items: ['0090016200_27022023034400', '0090016200_27022023031355', '0090016200_27022023028329']
Stack 17 with items: ['0090016200_27022023031355', '0090016200_27022023028329', '0090016200_27022023031355']
Stack 18 with items: ['0090016200_27022023031355', '0090016200_27022023029928', '0090016200_27022023028329']
Stack 19 with items: ['0090016200_27022023029928', '0090016200_27022023026762', '0090016200_27022023022791']
Stack 20 with items: ['0090016200_27022023026762', '0090016200_27022023020046', '0090016200_27022023026762']
Stack 21 with items: ['0090016200_27022023023870', '0090016200_27022023016367', '0090016200_27022023023870']
Stack 22 with items: ['0090016200_27022023023870', '0090016200_27022023021328', '0090016200_27022023015371']
Stack 23 with items: ['0090016200_27022023021328', '0090016200_27022023015200', '0090016200_27022023015200']
Stack 24 with items: ['0090016200_27022023015200', '0090016200_27022023015200', '0090016200_27022023015200']
Stack 25 with items: ['0090016200_27022023015200', '0090016200_27022023015200', '0090016200_27022023015200']
Stack 26 with items: ['0090016200_27022023013845', '0090016200_27022023013845', '0090016200_27022023013845']
Stack 27 with items: ['0090016200_27022023013845', '0090016200_27022023013845', '0090016200_27022023013845']
Stack 28 with items: ['0090016200_27022023013845', '0090016200_27022023013845', '0090016200_27022023013845']
Stack 29 with items: ['0090016200_27022023013845', '0090016200_27022023013203', '0090016200_27022023011644']
