dataset: B
instance: AS2
+-----------+
2D Packing Heuristic in Truck P018706601
Min2DVol: 29.05402500000001 [m2]
Stack 0 with items: ['0090018000_26102022000756']
Stack 1 with items: ['0090018000_26102022002417', '0090018000_26102022002417']
Stack 2 with items: ['0090018000_26102022002417', '0090018000_26102022002417']
Stack 3 with items: ['0090018000_26102022002417', '0090018000_26102022002417']
Stack 4 with items: ['0090018000_26102022002417', '0090018000_26102022002417']
Stack 5 with items: ['0090018000_26102022002417', '0090018000_26102022002417']
Stack 6 with items: ['0090018000_26102022003325', '0090018000_26102022003325']
Stack 7 with items: ['0090018000_26102022003325', '0090018000_26102022003325']
Stack 8 with items: ['0090018000_26102022003325', '0090018000_26102022003325']
Stack 9 with items: ['0090018000_26102022003325', '0090018000_26102022003325']
Stack 10 with items: ['0090018000_26102022003325', '0090018000_26102022003325']
Stack 11 with items: ['0090018000_26102022003325', '0090018000_26102022003325']
Stack 12 with items: ['0090018000_26102022003325', '0090018000_26102022003325']
Stack 13 with items: ['0090018000_26102022003325', '0090018000_26102022003325']
Stack 14 with items: ['0090018000_26102022003325', '0090018000_26102022003325']
Stack 15 with items: ['0090018000_26102022003325', '0090018000_26102022003325']
Stack 16 with items: ['0090018000_26102022003325', '0090018000_26102022003325']
Heuristic packed all stacks
