dataset: X
instance: RM
+-----------+
2D Packing Heuristic in Truck P203395309
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0090038200_08062023029856', '0090038200_08062023029856', '0090038200_08062023029856']
Stack 1 with items: ['0090038200_08062023029856', '0090038200_08062023029856', '0090038200_08062023029856']
Stack 2 with items: ['0090038200_08062023029856', '0090038200_08062023016658', '0090038200_08062023029856']
Stack 3 with items: ['0090038200_08062023016658', '0090038200_08062023016658', '0090038200_08062023016658']
Stack 4 with items: ['0090038200_08062023016658', '0090038200_08062023016658', '0090038200_08062023016658']
Stack 5 with items: ['0090038200_08062023016658', '0090038200_08062023016658', '0090038200_08062023016658']
Stack 6 with items: ['0090038200_08062023016658', '0090038200_08062023016658', '0090038200_08062023016658']
Stack 7 with items: ['0090038200_08062023013553', '0090038200_08062023013553', '0090038200_08062023013553']
Stack 8 with items: ['0090038200_08062023013553', '0090038200_08062023013553', '0090038200_08062023013553']
Stack 9 with items: ['0090038200_08062023013553', '0090038200_08062023013553', '0090038200_08062023013553']
Stack 10 with items: ['0090038200_08062023013553', '0090038200_08062023012336', '0090038200_08062023013553']
Stack 11 with items: ['0090038200_08062023012336', '0090038200_08062023012336', '0090038200_08062023012336']
Stack 12 with items: ['0090038200_08062023010782', '0090038200_08062023010782', '0090038200_08062023010782']
Stack 13 with items: ['0090038200_08062023010782', '0090038200_08062023010782', '0090038200_08062023010782']
Stack 14 with items: ['0090038200_08062023010782', '0090038200_08062023010782', '0090038200_08062023010782']
Stack 15 with items: ['0090038200_08062023010782', '0090038200_08062023008543', '0090038200_08062023010782']
Stack 16 with items: ['0090038200_08062023008543', '0090038200_08062023008543', '0090038200_08062023008543']
Stack 17 with items: ['0090038200_08062023008543', '0090038200_08062023008543', '0090038200_08062023008543']
Stack 18 with items: ['0090038200_08062023008543', '0090038200_08062023008543', '0090038200_08062023008543']
Stack 19 with items: ['0090038200_08062023008543', '0090038200_08062023007705', '0090038200_08062023007705']
Stack 20 with items: ['0090038200_08062023007705', '0090038200_08062023007705', '0090038200_08062023007705']
Stack 21 with items: ['0090038200_08062023007705', '0090038200_08062023007705', '0090038200_08062023007705']
Stack 22 with items: ['0090038200_08062023007705', '0090038200_08062023007705', '0090038200_08062023007705']
Stack 23 with items: ['0090038200_08062023007705', '0090038200_08062023007705', '0090038200_08062023007705']
Stack 24 with items: ['0090038200_08062023007705', '0090038200_08062023007705', '0090038200_08062023007705']
Stack 25 with items: ['0090038200_08062023007705', '0090038200_08062023007705', '0090038200_08062023007705']
Heuristic packed all stacks
