dataset: C
instance: AS
+-----------+
2D Packing Heuristic in Truck P095730405
Min2DVol: 29.040000000000006 [m2]
Stack 0 with items: ['0090018000_27022023008532']
Stack 1 with items: ['0090018000_27022023013853', '0090018000_27022023006462', '0090018000_27022023013692', '0090018000_27022023013692', '0090018000_27022023000500']
Stack 2 with items: ['0090018000_27022023015268', '0090018000_27022023015268', '0090018000_27022023015268']
Stack 3 with items: ['0090018000_27022023015268', '0090018000_27022023015268', '0090018000_27022023015268']
Stack 4 with items: ['0090018000_27022023015268', '0090018000_27022023015268', '0090018000_27022023015268']
Stack 5 with items: ['0090018000_27022023015268', '0090018000_27022023014301', '0090018000_27022023014301']
Stack 6 with items: ['0090018000_27022023014301', '0090018000_27022023011060', '0090018000_27022023014301']
Stack 7 with items: ['0090018000_27022023011060', '0090018000_27022023011060', '0090018000_27022023011060']
Stack 8 with items: ['0090018000_27022023011060', '0090018000_27022023011060', '0090018000_27022023011060']
Stack 9 with items: ['0090018000_27022023011060', '0090018000_27022023008997', '0090018000_27022023011060']
Stack 10 with items: ['0090018000_27022023008997', '0090018000_27022023008997', '0090018000_27022023008997']
Stack 11 with items: ['0090018000_27022023008997', '0090018000_27022023006792', '0090018000_27022023006792']
Stack 12 with items: ['0090018000_27022023006792', '0090018000_27022023006792', '0090018000_27022023006792']
Stack 13 with items: ['0090018000_27022023011933', '0090018000_27022023011933', '0090018000_27022023011933']
Stack 14 with items: ['0090018000_27022023013350', '0090018000_27022023013350', '0090018000_27022023013350']
Stack 15 with items: ['0090018000_27022023012737', '0090018000_27022023012737', '0090018000_27022023013350']
Stack 16 with items: ['0090018000_27022023013350', '0090018000_27022023013350', '0090018000_27022023013350']
Stack 17 with items: ['0090018000_27022023013350', '0090018000_27022023013350', '0090018000_27022023013350']
Stack 18 with items: ['0090018000_27022023013350', '0090018000_27022023013350', '0090018000_27022023013350']
Stack 19 with items: ['0090018000_27022023011933', '0090018000_27022023011933', '0090018000_27022023011933']
Heuristic packed all stacks
