dataset: X
instance: RM6
+-----------+
2D Packing Heuristic in Truck P184390103
Min2DVol: 30.720000000000013 [m2]
Stack 0 with items: ['0090038200_14062023021378', '0090038200_14062023021378', '0090038200_14062023021378']
Stack 1 with items: ['0090038200_14062023021378', '0090038200_14062023021378', '0090038200_14062023021378']
Stack 2 with items: ['0090038200_14062023021378', '0090038200_14062023021378', '0090038200_14062023021378']
Stack 3 with items: ['0090038200_14062023019222', '0090038200_14062023019222', '0090038200_14062023019222']
Stack 4 with items: ['0090038200_14062023019222', '0090038200_14062023019222', '0090038200_14062023019222']
Stack 5 with items: ['0090038200_14062023019222', '0090038200_14062023019222', '0090038200_14062023019222']
Stack 6 with items: ['0090038200_14062023019222', '0090038200_14062023019222', '0090038200_14062023019222']
Stack 7 with items: ['0090038200_14062023016913', '0090038200_14062023016913', '0090038200_14062023016913']
Stack 8 with items: ['0090038200_14062023016913', '0090038200_14062023016913', '0090038200_14062023016913']
Stack 9 with items: ['0090038200_14062023016913', '0090038200_14062023016913', '0090038200_14062023016913']
Stack 10 with items: ['0090038200_14062023016913', '0090038200_14062023016913', '0090038200_14062023016913']
Stack 11 with items: ['0090038200_14062023016913', '0090038200_14062023014669', '0090038200_14062023013573']
Stack 12 with items: ['0090038200_14062023009671', '0090038200_14062023007551', '0090038200_14062023007549']
Stack 13 with items: ['0090038200_14062023007549', '0090038200_14062023007549', '0090038200_14062023007549']
Stack 14 with items: ['0090038200_14062023007549', '0090038200_14062023007549', '0090038200_14062023007549']
Stack 15 with items: ['0090038200_14062023003322', '0090038200_14062023001171', '0090038200_14062023003322']
Heuristic packed all stacks
