dataset: X
instance: MT6
+-----------+
2D Packing Heuristic in Truck P191316701
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0091017700_14062023005219', '0091017700_14062023005219', '0091017700_14062023005219']
Stack 1 with items: ['0091017700_14062023003873', '0091017700_14062023003873', '0091017700_14062023003873']
Stack 2 with items: ['0091017700_14062023003873', '0091017700_14062023003873', '0091017700_14062023003873']
Stack 3 with items: ['0091017700_14062023003873', '0091017700_14062023003873', '0091017700_14062023003873']
Stack 4 with items: ['0091017700_14062023003873', '0091017700_14062023003873', '0091017700_14062023003873']
Stack 5 with items: ['0091017700_14062023003873', '0091017700_14062023003873', '0091017700_14062023003873']
Stack 6 with items: ['0091017700_14062023003873', '0091017700_14062023003873', '0091017700_14062023003873']
Stack 7 with items: ['0091017700_14062023003873', '0091017700_14062023003873', '0091017700_14062023003873']
Stack 8 with items: ['0091017700_14062023003873', '0091017700_14062023003873', '0091017700_14062023003873']
Stack 9 with items: ['0091017700_14062023003873', '0091017700_14062023003873', '0091017700_14062023003873']
Stack 10 with items: ['0091017700_14062023003873', '0091017700_14062023003873', '0091017700_14062023003873']
Stack 11 with items: ['0091017700_14062023003873', '0091017700_14062023003873', '0091017700_14062023003873']
Stack 12 with items: ['0091017700_14062023003873', '0091017700_14062023003873', '0091017700_14062023003873']
Stack 13 with items: ['0091017700_14062023003873', '0091017700_14062023003873', '0091017700_14062023003873']
Stack 14 with items: ['0091017700_14062023003873', '0091017700_14062023003873', '0091017700_14062023003873']
Stack 15 with items: ['0091017700_14062023003873', '0091017700_14062023003873', '0091017700_14062023003873']
Stack 16 with items: ['0091017700_14062023001870', '0091017700_14062023001870', '0091017700_14062023001870']
Stack 17 with items: ['0091017700_14062023001870', '0091017700_14062023001870', '0091017700_14062023001870']
Stack 18 with items: ['0091017700_14062023001870', '0091017700_14062023001870', '0091017700_14062023001870']
Stack 19 with items: ['0091017700_14062023001870', '0091017700_14062023001870', '0091017700_14062023001870']
Stack 20 with items: ['0091017700_14062023001870', '0091017700_14062023001870', '0091017700_14062023001870']
Stack 21 with items: ['0091017700_14062023001870', '0091017700_14062023001870', '0091017700_14062023001870']
Stack 22 with items: ['0091017700_14062023001870', '0091017700_14062023001870', '0091017700_14062023001870']
Stack 23 with items: ['0091017700_14062023001870', '0091017700_14062023001870', '0091017700_14062023001870']
Stack 24 with items: ['0091017700_14062023001870', '0091017700_14062023001870', '0091017700_14062023001870']
Stack 25 with items: ['0091017700_14062023001870', '0091017700_14062023001870', '0091017700_14062023001870']
Heuristic packed all stacks
