dataset: C
instance: VA2
+-----------+
2D Packing Heuristic in Truck P076532801
Min2DVol: 22.799999999999994 [m2]
Stack 0 with items: ['0091017300_28022023001107', '0091017300_28022023001107', '0091017300_28022023008240', '0091017300_28022023008240']
Stack 1 with items: ['0091017300_28022023011224', '0091017300_28022023011224', '0091017300_28022023011224']
Stack 2 with items: ['0091017300_28022023011224', '0091017300_28022023011224', '0091017300_28022023011224']
Stack 3 with items: ['0091017300_28022023011224', '0091017300_28022023010364', '0091017300_28022023011224']
Stack 4 with items: ['0091017300_28022023010268', '0091017300_28022023010268', '0091017300_28022023010268']
Stack 5 with items: ['0091017300_28022023010268', '0091017300_28022023010268', '0091017300_28022023010268']
Stack 6 with items: ['0091017300_28022023010268', '0091017300_28022023010268', '0091017300_28022023010268']
Stack 7 with items: ['0091017300_28022023010268', '0091017300_28022023010268', '0091017300_28022023010268']
Stack 8 with items: ['0091017300_28022023010268', '0091017300_28022023010268', '0091017300_28022023010268']
Stack 9 with items: ['0091017300_28022023010268', '0091017300_28022023010268', '0091017300_28022023010268']
Stack 10 with items: ['0091017300_28022023006848', '0091017300_28022023001934', '0091017300_28022023001934']
Stack 11 with items: ['0091017300_28022023002005', '0091017300_28022023002005', '0091017300_28022023002005']
Stack 12 with items: ['0091017300_28022023002005', '0091017300_28022023002005', '0091017300_28022023002005']
Stack 13 with items: ['0091017300_28022023002005', '0091017300_28022023002005', '0091017300_28022023002005']
Stack 14 with items: ['0091017300_28022023002005', '0091017300_28022023002005', '0091017300_28022023002005']
Stack 15 with items: ['0091017300_28022023002005', '0091017300_28022023002005', '0091017300_28022023002005']
Stack 16 with items: ['0091017300_28022023002005', '0091017300_28022023002005', '0091017300_28022023002005']
Stack 17 with items: ['0091017300_28022023001934', '0091017300_28022023001934', '0091017300_28022023001934']
Stack 18 with items: ['0091017300_28022023001934', '0091017300_28022023001934', '0091017300_28022023001934']
Heuristic packed all stacks
