dataset: C
instance: PA
+-----------+
2D Packing Heuristic in Truck P094591203
Min2DVol: 30.436574999999987 [m2]
Stack 0 with items: ['0091017200_27022023061163', '0091017200_27022023055976', '0091017200_27022023055976']
Stack 1 with items: ['0091017200_27022023060297', '0091017200_27022023057498', '0091017200_27022023057498']
Stack 2 with items: ['0091017200_27022023057498', '0091017200_27022023035409', '0091017200_27022023057498']
Stack 3 with items: ['0091017200_27022023055976', '0091017200_27022023055976', '0091017200_27022023055976']
Stack 4 with items: ['0091017200_27022023055976', '0091017200_27022023029329', '0091017200_27022023055976']
Stack 5 with items: ['0091017200_27022023035409', '0091017200_27022023035409', '0091017200_27022023035409']
Stack 6 with items: ['0091017200_27022023035409', '0091017200_27022023035409', '0091017200_27022023035409']
Stack 7 with items: ['0091017200_27022023035409', '0091017200_27022023035409', '0091017200_27022023035409']
Stack 8 with items: ['0091017200_27022023035409', '0091017200_27022023035409', '0091017200_27022023035409']
Stack 9 with items: ['0091017200_27022023035409', '0091017200_27022023028928', '0091017200_27022023028928']
Stack 10 with items: ['0091017200_27022023028928', '0091017200_27022023028928', '0091017200_27022023028928']
Stack 11 with items: ['0091017200_27022023028928', '0091017200_27022023028928', '0091017200_27022023028928']
Stack 12 with items: ['0091017200_27022023028928', '0091017200_27022023028928', '0091017200_27022023028928']
Stack 13 with items: ['0091017200_27022023028928', '0091017200_27022023028928', '0091017200_27022023028928']
Stack 14 with items: ['0091017200_27022023028928', '0091017200_27022023027700', '0091017200_27022023027700']
Stack 15 with items: ['0091017200_27022023014876', '0091017200_27022023013573', '0091017200_27022023013573']
Stack 16 with items: ['0091017200_27022023013573', '0091017200_27022023013573', '0091017200_27022023013573']
Stack 17 with items: ['0091017200_27022023013321', '0091017200_27022023009902', '0091017200_27022023009902']
Stack 18 with items: ['0091017200_27022023011065', '0091017200_27022023011065', '0091017200_27022023011065']
Stack 19 with items: ['0091017200_27022023011065', '0091017200_27022023011065', '0091017200_27022023011065']
Stack 20 with items: ['0091017200_27022023011065', '0091017200_27022023011065', '0091017200_27022023011065']
Stack 21 with items: ['0091017200_27022023011065', '0091017200_27022023011065', '0091017200_27022023011065']
Stack 22 with items: ['0091017200_27022023011065', '0091017200_27022023011065', '0091017200_27022023011065']
Stack 23 with items: ['0091017200_27022023009902', '0091017200_27022023009902', '0091017200_27022023009902']
Stack 24 with items: ['0091017200_27022023008631', '0091017200_27022023006620', '0091017200_27022023006620']
Heuristic packed all stacks
