dataset: B
instance: PA
+-----------+
2D Packing Heuristic in Truck P332500101
Min2DVol: 30.448799999999984 [m2]
Stack 0 with items: ['0091017200_26102022016918', '0091017200_26102022016918', '0091017200_26102022016918']
Stack 1 with items: ['0091017200_26102022016820', '0091017200_26102022016724', '0091017200_26102022016724', '0091017200_26102022015895']
Stack 2 with items: ['0091017200_26102022015895', '0091017200_26102022009935', '0091017200_26102022012228', '0091017200_26102022009935']
Stack 3 with items: ['0091017200_26102022008617', '0091017200_26102022005279', '0091017200_26102022008617']
Stack 4 with items: ['0091017200_26102022001321', '0091017200_26102022001321']
Stack 5 with items: ['0091017200_26102022011457', '0091017200_26102022014263']
Stack 6 with items: ['0091017200_26102022014263', '0091017200_26102022006440']
Stack 7 with items: ['0091017200_26102022011457', '0091017200_26102022011457']
Stack 8 with items: ['0091017200_26102022014263', '0091017200_26102022014263']
Stack 9 with items: ['0091017200_26102022003540', '0091017200_26102022011457']
Stack 10 with items: ['0091017200_26102022006440', '0091017200_26102022011457']
Stack 11 with items: ['0091017200_26102022003540', '0091017200_26102022011457']
Stack 12 with items: ['0091017200_26102022011457', '0091017200_26102022011457']
Stack 13 with items: ['0091017200_26102022014263', '0091017200_26102022014263']
Stack 14 with items: ['0091017200_26102022011457', '0091017200_26102022011457']
Stack 15 with items: ['0091017200_26102022011457', '0091017200_26102022011457']
Stack 16 with items: ['0091017200_26102022011457', '0091017200_26102022011457']
Heuristic packed all stacks
