dataset: C
instance: VO
+-----------+
2D Packing Heuristic in Truck P087382105
Min2DVol: 46.32000000000002 [m2]
Stack 0 with items: ['0090038300_28022023016693', '0090038300_28022023016634', '0090038300_28022023003202']
Stack 1 with items: ['0090038300_28022023016634', '0090038300_28022023016254', '0090038300_28022023003202']
Stack 2 with items: ['0090038300_28022023016243', '0090038300_28022023015768']
Stack 3 with items: ['0090038300_28022023015768', '0090038300_28022023015768']
Stack 4 with items: ['0090038300_28022023015768', '0090038300_28022023015768']
Stack 5 with items: ['0090038300_28022023015768', '0090038300_28022023015021']
Stack 6 with items: ['0090038300_28022023014044', '0090038300_28022023012852']
Stack 7 with items: ['0090038300_28022023012428', '0090038300_28022023012428']
Stack 8 with items: ['0090038300_28022023012428', '0090038300_28022023012428']
Stack 9 with items: ['0090038300_28022023011983', '0090038300_28022023011983']
Stack 10 with items: ['0090038300_28022023011983', '0090038300_28022023011983']
Stack 11 with items: ['0090038300_28022023011676', '0090038300_28022023011676']
Stack 12 with items: ['0090038300_28022023011676', '0090038300_28022023011676']
Stack 13 with items: ['0090038300_28022023011676', '0090038300_28022023011676']
Stack 14 with items: ['0090038300_28022023011676', '0090038300_28022023011676']
Stack 15 with items: ['0090038300_28022023011606', '0090038300_28022023011205']
Stack 16 with items: ['0090038300_28022023011205', '0090038300_28022023009995']
Stack 17 with items: ['0090038300_28022023009318', '0090038300_28022023009318']
Stack 18 with items: ['0090038300_28022023009318', '0090038300_28022023009318']
Stack 19 with items: ['0090038300_28022023009318', '0090038300_28022023009318']
Stack 20 with items: ['0090038300_28022023009318', '0090038300_28022023009318']
Stack 21 with items: ['0090038300_28022023009123', '0090038300_28022023008975']
Stack 22 with items: ['0090038300_28022023008975', '0090038300_28022023008975']
Stack 23 with items: ['0090038300_28022023008873', '0090038300_28022023008670']
Stack 24 with items: ['0090038300_28022023008670', '0090038300_28022023008670']
Stack 25 with items: ['0090038300_28022023008670', '0090038300_28022023008670']
Stack 26 with items: ['0090038300_28022023008670', '0090038300_28022023008670']
Stack 27 with items: ['0090038300_28022023008670', '0090038300_28022023008670']
Stack 28 with items: ['0090038300_28022023005891', '0090038300_28022023005619']
Stack 29 with items: ['0090038300_28022023005111', '0090038300_28022023005111']
Stack 30 with items: ['0090038300_28022023004075', '0090038300_28022023003846']
Stack 31 with items: ['0090038300_28022023003631', '0090038300_28022023003631']
Stack 32 with items: ['0090038300_28022023003631', '0090038300_28022023003631']
Stack 33 with items: ['0090038300_28022023003330', '0090038300_28022023003330']
Stack 34 with items: ['0090038300_28022023001405', '0090038300_28022023000905']
Stack 35 with items: ['0090038300_28022023000905', '0090038300_28022023000905']
Stack 36 with items: ['0090038300_28022023000205']
Stack 37 with items: ['0090038300_28022023016756', '0090038300_28022023013158']
Stacks not packed:
Stack 0 missing: ['0090038300_28022023016693', '0090038300_28022023016634', '0090038300_28022023003202']
Stack 1 missing: ['0090038300_28022023016634', '0090038300_28022023016254', '0090038300_28022023003202']
Stack 5 missing: ['0090038300_28022023015768', '0090038300_28022023015021']
Stack 15 missing: ['0090038300_28022023011606', '0090038300_28022023011205']
Stack 16 missing: ['0090038300_28022023011205', '0090038300_28022023009995']
Stack 23 missing: ['0090038300_28022023008873', '0090038300_28022023008670']
Stack 28 missing: ['0090038300_28022023005891', '0090038300_28022023005619']
Stack 29 missing: ['0090038300_28022023005111', '0090038300_28022023005111']
Stack 30 missing: ['0090038300_28022023004075', '0090038300_28022023003846']
Stack 33 missing: ['0090038300_28022023003330', '0090038300_28022023003330']
Stack 35 missing: ['0090038300_28022023000905', '0090038300_28022023000905']
Stack 37 missing: ['0090038300_28022023016756', '0090038300_28022023013158']
