dataset: C
instance: AS
+-----------+
2D Packing Heuristic in Truck P081730403
Min2DVol: 36.959999999999994 [m2]
Stack 0 with items: ['0090018000_27022023014866', '0090018000_27022023014866', '0090018000_27022023014866']
Stack 1 with items: ['0090018000_27022023014866', '0090018000_27022023014730', '0090018000_27022023014866']
Stack 2 with items: ['0090018000_27022023014730', '0090018000_27022023014730', '0090018000_27022023014730']
Stack 3 with items: ['0090018000_27022023014730', '0090018000_27022023014730', '0090018000_27022023014730']
Stack 4 with items: ['0090018000_27022023012730', '0090018000_27022023012730', '0090018000_27022023012730']
Stack 5 with items: ['0090018000_27022023012730', '0090018000_27022023012730', '0090018000_27022023012730']
Stack 6 with items: ['0090018000_27022023012542', '0090018000_27022023012542', '0090018000_27022023012542']
Stack 7 with items: ['0090018000_27022023010201', '0090018000_27022023010201', '0090018000_27022023010201']
Stack 8 with items: ['0090018000_27022023010201', '0090018000_27022023010201', '0090018000_27022023010201']
Stack 9 with items: ['0090018000_27022023010201', '0090018000_27022023010201', '0090018000_27022023010201']
Stack 10 with items: ['0090018000_27022023010201', '0090018000_27022023009047', '0090018000_27022023009047']
Stack 11 with items: ['0090018000_27022023009047', '0090018000_27022023009047', '0090018000_27022023009047']
Stack 12 with items: ['0090018000_27022023009047', '0090018000_27022023009047', '0090018000_27022023009047']
Stack 13 with items: ['0090018000_27022023009047', '0090018000_27022023009047', '0090018000_27022023009047']
Stack 14 with items: ['0090018000_27022023009047', '0090018000_27022023008963', '0090018000_27022023009047']
Stack 15 with items: ['0090018000_27022023008963', '0090018000_27022023008963', '0090018000_27022023008963']
Stack 16 with items: ['0090018000_27022023008963', '0090018000_27022023008963', '0090018000_27022023008963']
Stack 17 with items: ['0090018000_27022023008963', '0090018000_27022023007312', '0090018000_27022023007312']
Stack 18 with items: ['0090018000_27022023007312', '0090018000_27022023007312', '0090018000_27022023007312']
Stack 19 with items: ['0090018000_27022023007312', '0090018000_27022023005341', '0090018000_27022023005341']
Stack 20 with items: ['0090018000_27022023005341', '0090018000_27022023005341', '0090018000_27022023005341']
Stack 21 with items: ['0090018000_27022023000339', '0090018000_27022023000339', '0090018000_27022023000339']
Stack 22 with items: ['0090018000_27022023000339', '0090018000_27022023000339', '0090018000_27022023000339']
Stack 23 with items: ['0090018000_27022023002000', '0090018000_27022023001332', '0090018000_27022023009147', '0090018000_27022023009783']
Stack 24 with items: ['0090018000_27022023004429', '0090018000_27022023008863']
Stack 25 with items: ['0090018000_27022023008790', '0090018000_27022023008790', '0090018000_27022023008790']
Stack 26 with items: ['0090018000_27022023013323', '0090018000_27022023013323', '0090018000_27022023013323']
Stack 27 with items: ['0090018000_27022023008790', '0090018000_27022023008790', '0090018000_27022023013323']
Stack 28 with items: ['0090018000_27022023008790', '0090018000_27022023013323', '0090018000_27022023013323']
Stacks not packed:
Stack 19 missing: ['0090018000_27022023007312', '0090018000_27022023005341', '0090018000_27022023005341']
Stack 20 missing: ['0090018000_27022023005341', '0090018000_27022023005341', '0090018000_27022023005341']
