dataset: C
instance: SA3
+-----------+
2D Packing Heuristic in Truck P097363501
Min2DVol: 30.58560000000002 [m2]
Stack 0 with items: ['0090017100_28022023000820']
Stack 1 with items: ['0090017100_28022023004539']
Stack 2 with items: ['0090017100_28022023004539']
Stack 3 with items: ['0090017100_28022023005303']
Stack 4 with items: ['0090017100_28022023006060']
Stack 5 with items: ['0090017100_28022023012508']
Stack 6 with items: ['0090017100_28022023012879']
Stack 7 with items: ['0090017100_28022023012879']
Stack 8 with items: ['0090017100_28022023014880']
Stack 9 with items: ['0090017100_28022023019343']
Stack 10 with items: ['0090017100_28022023020067']
Stack 11 with items: ['0090017100_28022023025750']
Stack 12 with items: ['0090017100_28022023028735']
Stack 13 with items: ['0090017100_28022023000121', '0090017100_28022023000121']
Stack 14 with items: ['0090017100_28022023022145', '0090017100_28022023022145']
Stack 15 with items: ['0090017100_28022023022145', '0090017100_28022023022145']
Stack 16 with items: ['0090017100_28022023000121', '0090017100_28022023000121']
Stack 17 with items: ['0090017100_28022023028023', '0090017100_28022023028023']
Stack 18 with items: ['0090017100_28022023008289', '0090017100_28022023008289']
Stack 19 with items: ['0090017100_28022023022145', '0090017100_28022023022145']
Stack 20 with items: ['0090017100_28022023018631', '0090017100_28022023018631']
Stack 21 with items: ['0090017100_28022023018631', '0090017100_28022023018631']
Stack 22 with items: ['0090017100_28022023018631', '0090017100_28022023018631']
Stack 23 with items: ['0090017100_28022023018631', '0090017100_28022023018631']
Stack 24 with items: ['0090017100_28022023018631', '0090017100_28022023018631']
Stack 25 with items: ['0090017100_28022023018631', '0090017100_28022023016877']
Stack 26 with items: ['0090017100_28022023016877', '0090017100_28022023016877']
Stack 27 with items: ['0090017100_28022023016877', '0090017100_28022023016877']
Stack 28 with items: ['0090017100_28022023016877', '0090017100_28022023013100']
Stack 29 with items: ['0090017100_28022023013100', '0090017100_28022023013100']
Stack 30 with items: ['0090017100_28022023013100', '0090017100_28022023010276']
Stack 31 with items: ['0090017100_28022023010276', '0090017100_28022023010276']
Stack 32 with items: ['0090017100_28022023010276', '0090017100_28022023010276']
Stack 33 with items: ['0090017100_28022023010276']
Heuristic packed all stacks
