dataset: A
instance: AS
+-----------+
2D Packing Heuristic in Truck P231706801
Min2DVol: 21.599999999999994 [m2]
Stack 0 with items: ['0090018000_03072022000044']
Stack 1 with items: ['0090018000_03072022001311', '0090018000_03072022000847', '0090018000_03072022000847']
Stack 2 with items: ['0090018000_03072022000847', '0090018000_03072022000847', '0090018000_03072022000847']
Stack 3 with items: ['0090018000_03072022000847', '0090018000_03072022000847', '0090018000_03072022000847']
Stack 4 with items: ['0090018000_03072022000847', '0090018000_03072022000679', '0090018000_03072022000632']
Stack 5 with items: ['0090018000_03072022000632', '0090018000_03072022000632', '0090018000_03072022000632']
Stack 6 with items: ['0090018000_03072022000632', '0090018000_03072022000632', '0090018000_03072022000632']
Stack 7 with items: ['0090018000_03072022000632', '0090018000_03072022000632', '0090018000_03072022000632']
Stack 8 with items: ['0090018000_03072022000632', '0090018000_03072022000632', '0090018000_03072022000632']
Stack 9 with items: ['0090018000_03072022000632', '0090018000_03072022000632', '0090018000_03072022000632']
Stack 10 with items: ['0090018000_03072022000632', '0090018000_03072022000632', '0090018000_03072022000632']
Stack 11 with items: ['0090018000_03072022000632', '0090018000_03072022000632', '0090018000_03072022000632']
Stack 12 with items: ['0090018000_03072022000632', '0090018000_03072022000632', '0090018000_03072022000632']
Stack 13 with items: ['0090018000_03072022000632', '0090018000_03072022000632', '0090018000_03072022000632']
Stack 14 with items: ['0090018000_03072022000632', '0090018000_03072022000632', '0090018000_03072022000632']
Stack 15 with items: ['0090018000_03072022000632', '0090018000_03072022000632', '0090018000_03072022000632']
Stack 16 with items: ['0090018000_03072022000632', '0090018000_03072022000632', '0090018000_03072022000632']
Stack 17 with items: ['0090018000_03072022000632', '0090018000_03072022000632', '0090018000_03072022000632']
Heuristic packed all stacks
