dataset: C
instance: PA2
+-----------+
2D Packing Heuristic in Truck P109500101
Min2DVol: 31.648799999999987 [m2]
Stack 0 with items: ['0091017200_28022023033829', '0091017200_28022023033829', '0091017200_28022023033829']
Stack 1 with items: ['0091017200_28022023023317', '0091017200_28022023022791', '0091017200_28022023022791', '0091017200_28022023023317']
Stack 2 with items: ['0091017200_28022023021443', '0091017200_28022023020649', '0091017200_28022023020649']
Stack 3 with items: ['0091017200_28022023020649', '0091017200_28022023018441', '0091017200_28022023014533']
Stack 4 with items: ['0091017200_28022023014533', '0091017200_28022023010694', '0091017200_28022023014533']
Stack 5 with items: ['0091017200_28022023010694', '0091017200_28022023003235', '0091017200_28022023000272']
Stack 6 with items: ['0091017200_28022023014421', '0091017200_28022023014421']
Stack 7 with items: ['0091017200_28022023014421', '0091017200_28022023014421']
Stack 8 with items: ['0091017200_28022023019948', '0091017200_28022023031174']
Stack 9 with items: ['0091017200_28022023018531', '0091017200_28022023018531']
Stack 10 with items: ['0091017200_28022023015869', '0091017200_28022023015869']
Stack 11 with items: ['0091017200_28022023014421', '0091017200_28022023014421']
Stack 12 with items: ['0091017200_28022023009775', '0091017200_28022023007266']
Stack 13 with items: ['0091017200_28022023015869', '0091017200_28022023015869']
Stack 14 with items: ['0091017200_28022023031174', '0091017200_28022023018531']
Stack 15 with items: ['0091017200_28022023014421', '0091017200_28022023014421']
Stack 16 with items: ['0091017200_28022023015869', '0091017200_28022023018531']
Stack 17 with items: ['0091017200_28022023015869', '0091017200_28022023007266']
Heuristic packed all stacks
