dataset: B
instance: TR
+-----------+
2D Packing Heuristic in Truck P349278701
Min2DVol: 23.999999999999993 [m2]
Stack 0 with items: ['0090017000_26102022008984', '0090017000_26102022008984']
Stack 1 with items: ['0090017000_26102022008613', '0090017000_26102022008149']
Stack 2 with items: ['0090017000_26102022008149', '0090017000_26102022008149']
Stack 3 with items: ['0090017000_26102022008124', '0090017000_26102022008124']
Stack 4 with items: ['0090017000_26102022008124', '0090017000_26102022008124']
Stack 5 with items: ['0090017000_26102022008124', '0090017000_26102022008124']
Stack 6 with items: ['0090017000_26102022008124', '0090017000_26102022008124']
Stack 7 with items: ['0090017000_26102022008124', '0090017000_26102022008124']
Stack 8 with items: ['0090017000_26102022008124', '0090017000_26102022006888']
Stack 9 with items: ['0090017000_26102022006888', '0090017000_26102022006888']
Stack 10 with items: ['0090017000_26102022006888', '0090017000_26102022006888']
Stack 11 with items: ['0090017000_26102022006888', '0090017000_26102022006888']
Stack 12 with items: ['0090017000_26102022006888', '0090017000_26102022005177']
Stack 13 with items: ['0090017000_26102022005177', '0090017000_26102022005177']
Stack 14 with items: ['0090017000_26102022005177', '0090017000_26102022004831']
Stack 15 with items: ['0090017000_26102022003237', '0090017000_26102022003237']
Stack 16 with items: ['0090017000_26102022002830', '0090017000_26102022001630']
Stack 17 with items: ['0090017000_26102022001630', '0090017000_26102022001630']
Stack 18 with items: ['0090017000_26102022001630', '0090017000_26102022001479']
Stack 19 with items: ['0090017000_26102022000246', '0090017000_26102022000246']
Heuristic packed all stacks
