dataset: X
instance: MA2
+-----------+
2D Packing Heuristic in Truck P188038609
Min2DVol: 33.839999999999996 [m2]
Stack 0 with items: ['0090016200_08062023035007', '0090016200_08062023035007']
Stack 1 with items: ['0090016200_08062023030921', '0090016200_08062023030921']
Stack 2 with items: ['0090016200_08062023025629', '0090016200_08062023019096']
Stack 3 with items: ['0090016200_08062023019096', '0090016200_08062023018132']
Stack 4 with items: ['0090016200_08062023018132', '0090016200_08062023018132']
Stack 5 with items: ['0090016200_08062023018132', '0090016200_08062023018132']
Stack 6 with items: ['0090016200_08062023005863', '0090016200_08062023004621']
Stack 7 with items: ['0090016200_08062023004339', '0090016200_08062023004339']
Stack 8 with items: ['0090016200_08062023004339', '0090016200_08062023000867']
Stack 9 with items: ['0090016200_08062023028520', '0090016200_08062023028520']
Stack 10 with items: ['0090016200_08062023028520', '0090016200_08062023028520']
Stack 11 with items: ['0090016200_08062023028520', '0090016200_08062023028520']
Stack 12 with items: ['0090016200_08062023016572', '0090016200_08062023028520']
Stacks not packed:
Stack 11 missing: ['0090016200_08062023028520', '0090016200_08062023028520']
Stack 12 missing: ['0090016200_08062023016572', '0090016200_08062023028520']
