dataset: C
instance: VA2
+-----------+
2D Packing Heuristic in Truck P094650105
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0091017300_28022023023875', '0091017300_28022023023875', '0091017300_28022023023875']
Stack 1 with items: ['0091017300_28022023023875', '0091017300_28022023023584', '0091017300_28022023023584']
Stack 2 with items: ['0091017300_28022023023584', '0091017300_28022023021853', '0091017300_28022023021853']
Stack 3 with items: ['0091017300_28022023021853', '0091017300_28022023020356', '0091017300_28022023021853']
Stack 4 with items: ['0091017300_28022023020356', '0091017300_28022023020356', '0091017300_28022023020356']
Stack 5 with items: ['0091017300_28022023020356', '0091017300_28022023020356', '0091017300_28022023020356']
Stack 6 with items: ['0091017300_28022023015940', '0091017300_28022023013071', '0091017300_28022023013071']
Stack 7 with items: ['0091017300_28022023013071', '0091017300_28022023013071', '0091017300_28022023013071']
Stack 8 with items: ['0091017300_28022023013071', '0091017300_28022023013071', '0091017300_28022023013071']
Stack 9 with items: ['0091017300_28022023013071', '0091017300_28022023013071', '0091017300_28022023013071']
Stack 10 with items: ['0091017300_28022023013071', '0091017300_28022023013071', '0091017300_28022023013071']
Stack 11 with items: ['0091017300_28022023013071', '0091017300_28022023013071', '0091017300_28022023013071']
Stack 12 with items: ['0091017300_28022023013071', '0091017300_28022023012505', '0091017300_28022023013071']
Stack 13 with items: ['0091017300_28022023012505', '0091017300_28022023010478', '0091017300_28022023012505']
Stack 14 with items: ['0091017300_28022023010478', '0091017300_28022023010478', '0091017300_28022023010478']
Stack 15 with items: ['0091017300_28022023010478', '0091017300_28022023010478', '0091017300_28022023010478']
Stack 16 with items: ['0091017300_28022023010478', '0091017300_28022023010478', '0091017300_28022023010478']
Stack 17 with items: ['0091017300_28022023010478', '0091017300_28022023010478', '0091017300_28022023010478']
Stack 18 with items: ['0091017300_28022023010478', '0091017300_28022023010478', '0091017300_28022023010478']
Stack 19 with items: ['0091017300_28022023009927', '0091017300_28022023009742', '0091017300_28022023009742']
Stack 20 with items: ['0091017300_28022023009742', '0091017300_28022023009742', '0091017300_28022023009742']
Stack 21 with items: ['0091017300_28022023009742', '0091017300_28022023009742', '0091017300_28022023009742']
Stack 22 with items: ['0091017300_28022023009742', '0091017300_28022023008930', '0091017300_28022023009742']
Stack 23 with items: ['0091017300_28022023003447', '0091017300_28022023003447', '0091017300_28022023003447']
Stack 24 with items: ['0091017300_28022023003447', '0091017300_28022023003447', '0091017300_28022023003447']
Stack 25 with items: ['0091017300_28022023002774', '0091017300_28022023002761', '0091017300_28022023002761']
Heuristic packed all stacks
