dataset: A
instance: FL
+-----------+
2D Packing Heuristic in Truck P192070701
Min2DVol: 32.06400000000001 [m2]
Stack 0 with items: ['0090015100_03072022011653', '0090015100_03072022011653']
Stack 1 with items: ['0090015100_03072022011653', '0090015100_03072022011653']
Stack 2 with items: ['0090015100_03072022011653', '0090015100_03072022011653']
Stack 3 with items: ['0090015100_03072022008933', '0090015100_03072022008933']
Stack 4 with items: ['0090015100_03072022008933', '0090015100_03072022008933']
Stack 5 with items: ['0090015100_03072022008933', '0090015100_03072022008933']
Stack 6 with items: ['0090015100_03072022008933', '0090015100_03072022008933']
Stack 7 with items: ['0090015100_03072022008933', '0090015100_03072022008933']
Stack 8 with items: ['0090015100_03072022007528', '0090015100_03072022007528']
Stack 9 with items: ['0090015100_03072022007528', '0090015100_03072022007528']
Stack 10 with items: ['0090015100_03072022007528', '0090015100_03072022007528']
Stack 11 with items: ['0090015100_03072022007528', '0090015100_03072022007528']
Stack 12 with items: ['0090015100_03072022007528', '0090015100_03072022007528']
Stack 13 with items: ['0090015100_03072022007528', '0090015100_03072022005371']
Stack 14 with items: ['0090015100_03072022005371', '0090015100_03072022005371']
Stack 15 with items: ['0090015100_03072022005371', '0090015100_03072022001306']
Heuristic packed all stacks
