dataset: C
instance: DO
+-----------+
2D Packing Heuristic in Truck P080045203
Min2DVol: 25.199999999999992 [m2]
Stack 0 with items: ['0090019100_27022023039565', '0090019100_27022023036268']
Stack 1 with items: ['0090019100_27022023036268', '0090019100_27022023036268']
Stack 2 with items: ['0090019100_27022023036268', '0090019100_27022023029867']
Stack 3 with items: ['0090019100_27022023029867', '0090019100_27022023019800']
Stack 4 with items: ['0090019100_27022023019800', '0090019100_27022023018439']
Stack 5 with items: ['0090019100_27022023018439', '0090019100_27022023018439']
Stack 6 with items: ['0090019100_27022023018439', '0090019100_27022023018439']
Stack 7 with items: ['0090019100_27022023018439', '0090019100_27022023018439']
Stack 8 with items: ['0090019100_27022023018439', '0090019100_27022023018439']
Stack 9 with items: ['0090019100_27022023018439', '0090019100_27022023018439']
Stack 10 with items: ['0090019100_27022023018439', '0090019100_27022023018439']
Stack 11 with items: ['0090019100_27022023018439', '0090019100_27022023015010']
Stack 12 with items: ['0090019100_27022023015010', '0090019100_27022023013162']
Stack 13 with items: ['0090019100_27022023002014', '0090019100_27022023002014']
Stack 14 with items: ['0090019100_27022023002014', '0090019100_27022023002014']
Stack 15 with items: ['0090019100_27022023002014', '0090019100_27022023002014']
Stack 16 with items: ['0090019100_27022023002014', '0090019100_27022023002014']
Stack 17 with items: ['0090019100_27022023002014', '0090019100_27022023002014']
Stack 18 with items: ['0090019100_27022023002014', '0090019100_27022023002014']
Stack 19 with items: ['0090019100_27022023002014', '0090019100_27022023002014']
Stack 20 with items: ['0090019100_27022023000806', '0090019100_27022023000806']
Heuristic packed all stacks
