dataset: B
instance: BY2
+-----------+
2D Packing Heuristic in Truck P348335001
Min2DVol: 29.071120000000015 [m2]
Stack 0 with items: ['0090016900_26102022010524', '0090016900_26102022010524', '0090016900_26102022010524']
Stack 1 with items: ['0090016900_26102022010524', '0090016900_26102022010524', '0090016900_26102022010524']
Stack 2 with items: ['0090016900_26102022010524', '0090016900_26102022010524', '0090016900_26102022010524']
Stack 3 with items: ['0090016900_26102022010524', '0090016900_26102022010524', '0090016900_26102022010524']
Stack 4 with items: ['0090016900_26102022002133', '0090016900_26102022002133', '0090016900_26102022002133']
Stack 5 with items: ['0090016900_26102022002133', '0090016900_26102022002133', '0090016900_26102022002133']
Stack 6 with items: ['0090016900_26102022003003', '0090016900_26102022003003']
Stack 7 with items: ['0090016900_26102022003003', '0090016900_26102022003003']
Stack 8 with items: ['0090016900_26102022003003', '0090016900_26102022003003']
Stack 9 with items: ['0090016900_26102022003003', '0090016900_26102022003003']
Stack 10 with items: ['0090016900_26102022003003', '0090016900_26102022003003']
Stack 11 with items: ['0090016900_26102022003003', '0090016900_26102022003003']
Stack 12 with items: ['0090016900_26102022003003', '0090016900_26102022003003']
Stack 13 with items: ['0090016900_26102022003003', '0090016900_26102022003003']
Stack 14 with items: ['0090016900_26102022003003', '0090016900_26102022003003']
Stack 15 with items: ['0090016900_26102022003003', '0090016900_26102022003003']
Stack 16 with items: ['0090016900_26102022003003', '0090016900_26102022003003']
Stack 17 with items: ['0090016900_26102022003003', '0090016900_26102022003003']
Stack 18 with items: ['0090016900_26102022003003', '0090016900_26102022003003']
Stack 19 with items: ['0090016900_26102022011322', '0090016900_26102022011322']
Stack 20 with items: ['0090016900_26102022011322', '0090016900_26102022011322']
Heuristic packed all stacks
