dataset: C
instance: MT2
+-----------+
2D Packing Heuristic in Truck P083500401
Min2DVol: 19.199999999999996 [m2]
Stack 0 with items: ['0091017700_28022023004777', '0091017700_28022023004131', '0091017700_28022023004131']
Stack 1 with items: ['0091017700_28022023004131', '0091017700_28022023004131', '0091017700_28022023004131']
Stack 2 with items: ['0091017700_28022023004131', '0091017700_28022023004131', '0091017700_28022023004131']
Stack 3 with items: ['0091017700_28022023004131', '0091017700_28022023004131', '0091017700_28022023004131']
Stack 4 with items: ['0091017700_28022023004131', '0091017700_28022023004042', '0091017700_28022023004131']
Stack 5 with items: ['0091017700_28022023004042', '0091017700_28022023002284', '0091017700_28022023002284']
Stack 6 with items: ['0091017700_28022023004354', '0091017700_28022023004354', '0091017700_28022023004354']
Stack 7 with items: ['0091017700_28022023004354', '0091017700_28022023004354', '0091017700_28022023004354']
Stack 8 with items: ['0091017700_28022023004354', '0091017700_28022023004354', '0091017700_28022023004354']
Stack 9 with items: ['0091017700_28022023004354', '0091017700_28022023004354', '0091017700_28022023004354']
Stack 10 with items: ['0091017700_28022023004354', '0091017700_28022023004354', '0091017700_28022023004354']
Stack 11 with items: ['0091017700_28022023004354', '0091017700_28022023004354', '0091017700_28022023004354']
Stack 12 with items: ['0091017700_28022023004354', '0091017700_28022023004354', '0091017700_28022023004354']
Stack 13 with items: ['0091017700_28022023004354', '0091017700_28022023004354', '0091017700_28022023004354']
Stack 14 with items: ['0091017700_28022023004354', '0091017700_28022023004354', '0091017700_28022023004354']
Stack 15 with items: ['0091017700_28022023004354', '0091017700_28022023004354', '0091017700_28022023004354']
Heuristic packed all stacks
