dataset: B
instance: FL
+-----------+
2D Packing Heuristic in Truck P312070701
Min2DVol: 32.06400000000001 [m2]
Stack 0 with items: ['0090015100_26102022001674', '0090015100_26102022001674']
Stack 1 with items: ['0090015100_26102022004777', '0090015100_26102022001674']
Stack 2 with items: ['0090015100_26102022002705', '0090015100_26102022004777']
Stack 3 with items: ['0090015100_26102022001674', '0090015100_26102022001674']
Stack 4 with items: ['0090015100_26102022004777', '0090015100_26102022004777']
Stack 5 with items: ['0090015100_26102022007366', '0090015100_26102022007366']
Stack 6 with items: ['0090015100_26102022007366', '0090015100_26102022007366']
Stack 7 with items: ['0090015100_26102022007366', '0090015100_26102022005869']
Stack 8 with items: ['0090015100_26102022005869', '0090015100_26102022005437']
Stack 9 with items: ['0090015100_26102022005437', '0090015100_26102022002839']
Stack 10 with items: ['0090015100_26102022002839', '0090015100_26102022002839']
Stack 11 with items: ['0090015100_26102022002839', '0090015100_26102022002839']
Stack 12 with items: ['0090015100_26102022002839', '0090015100_26102022001875']
Stack 13 with items: ['0090015100_26102022001875', '0090015100_26102022001875']
Stack 14 with items: ['0090015100_26102022001875', '0090015100_26102022001875']
Stack 15 with items: ['0090015100_26102022001875', '0090015100_26102022001875']
Heuristic packed all stacks
