dataset: B
instance: VA2
+-----------+
2D Packing Heuristic in Truck P319532801
Min2DVol: 19.199999999999996 [m2]
Stack 0 with items: ['0091017300_26102022003561']
Stack 1 with items: ['0091017300_26102022013943', '0091017300_26102022013943', '0091017300_26102022013943']
Stack 2 with items: ['0091017300_26102022013943', '0091017300_26102022010824', '0091017300_26102022007851']
Stack 3 with items: ['0091017300_26102022012927', '0091017300_26102022012927', '0091017300_26102022012927']
Stack 4 with items: ['0091017300_26102022012927', '0091017300_26102022012927', '0091017300_26102022012927']
Stack 5 with items: ['0091017300_26102022012927', '0091017300_26102022012927', '0091017300_26102022012927']
Stack 6 with items: ['0091017300_26102022012927', '0091017300_26102022012927', '0091017300_26102022012927']
Stack 7 with items: ['0091017300_26102022012927', '0091017300_26102022012927', '0091017300_26102022012927']
Stack 8 with items: ['0091017300_26102022012927', '0091017300_26102022012927', '0091017300_26102022012927']
Stack 9 with items: ['0091017300_26102022008841', '0091017300_26102022008841', '0091017300_26102022008841']
Stack 10 with items: ['0091017300_26102022008841', '0091017300_26102022008841', '0091017300_26102022008841']
Stack 11 with items: ['0091017300_26102022008841', '0091017300_26102022008841', '0091017300_26102022008841']
Stack 12 with items: ['0091017300_26102022008841', '0091017300_26102022008841', '0091017300_26102022008841']
Stack 13 with items: ['0091017300_26102022008841', '0091017300_26102022008841', '0091017300_26102022008841']
Stack 14 with items: ['0091017300_26102022008841', '0091017300_26102022008841', '0091017300_26102022008841']
Stack 15 with items: ['0091017300_26102022007851', '0091017300_26102022007851', '0091017300_26102022007851']
Heuristic packed all stacks
