dataset: X
instance: CI
+-----------+
2D Packing Heuristic in Truck P179400101
Min2DVol: 31.636574999999986 [m2]
Stack 0 with items: ['0090016800_08062023048465', '0090016800_08062023048465', '0090016800_08062023048465']
Stack 1 with items: ['0090016800_08062023048465', '0090016800_08062023042338', '0090016800_08062023042338']
Stack 2 with items: ['0090016800_08062023042338', '0090016800_08062023042338', '0090016800_08062023042338']
Stack 3 with items: ['0090016800_08062023042338', '0090016800_08062023042338', '0090016800_08062023042338']
Stack 4 with items: ['0090016800_08062023042338', '0090016800_08062023042338', '0090016800_08062023042338']
Stack 5 with items: ['0090016800_08062023042338', '0090016800_08062023042338', '0090016800_08062023042338']
Stack 6 with items: ['0090016800_08062023042338', '0090016800_08062023042338', '0090016800_08062023042338']
Stack 7 with items: ['0090016800_08062023042338', '0090016800_08062023027342', '0090016800_08062023027342']
Stack 8 with items: ['0090016800_08062023025973', '0090016800_08062023025973', '0090016800_08062023025973']
Stack 9 with items: ['0090016800_08062023025973', '0090016800_08062023020807', '0090016800_08062023020807']
Stack 10 with items: ['0090016800_08062023007751', '0090016800_08062023007751', '0090016800_08062023007751']
Stack 11 with items: ['0090016800_08062023007751', '0090016800_08062023007751', '0090016800_08062023007751']
Stack 12 with items: ['0090016800_08062023007751', '0090016800_08062023007751', '0090016800_08062023007751']
Stack 13 with items: ['0090016800_08062023007751', '0090016800_08062023007751', '0090016800_08062023007751']
Stack 14 with items: ['0090016800_08062023007751', '0090016800_08062023007751', '0090016800_08062023007751']
Stack 15 with items: ['0090016800_08062023007751', '0090016800_08062023007751', '0090016800_08062023007751']
Stack 16 with items: ['0090016800_08062023007751', '0090016800_08062023007751', '0090016800_08062023007751']
Stack 17 with items: ['0090016800_08062023007751', '0090016800_08062023007751', '0090016800_08062023007751']
Stack 18 with items: ['0090016800_08062023007751', '0090016800_08062023007751', '0090016800_08062023007751']
Stack 19 with items: ['0090016800_08062023003498', '0090016800_08062023003498', '0090016800_08062023003498']
Stack 20 with items: ['0090016800_08062023003498', '0090016800_08062023003498', '0090016800_08062023003498']
Stack 21 with items: ['0090016800_08062023003498', '0090016800_08062023003498', '0090016800_08062023003498']
Stack 22 with items: ['0090016800_08062023003498', '0090016800_08062023003498', '0090016800_08062023003498']
Stack 23 with items: ['0090016800_08062023003498', '0090016800_08062023003498', '0090016800_08062023003498']
Stack 24 with items: ['0090016800_08062023003498', '0090016800_08062023003498', '0090016800_08062023003498']
Stack 25 with items: ['0090016800_08062023028187', '0090016800_08062023028187', '0090016800_08062023044861']
Heuristic packed all stacks
