dataset: A
instance: RM
+-----------+
2D Packing Heuristic in Truck P236396601
Min2DVol: 15.64 [m2]
Stack 0 with items: ['0090038200_03072022002986', '0090038200_03072022002986']
Stack 1 with items: ['0090038200_03072022002986', '0090038200_03072022002986']
Stack 2 with items: ['0090038200_03072022002986', '0090038200_03072022002986']
Stack 3 with items: ['0090038200_03072022000435', '0090038200_03072022000435']
Stack 4 with items: ['0090038200_03072022000435', '0090038200_03072022000435']
Stack 5 with items: ['0090038200_03072022000435', '0090038200_03072022000435']
Stack 6 with items: ['0090038200_03072022000435', '0090038200_03072022000435']
Stack 7 with items: ['0090038200_03072022000435', '0090038200_03072022000435']
Stack 8 with items: ['0090038200_03072022000435', '0090038200_03072022000435']
Stack 9 with items: ['0090038200_03072022000435', '0090038200_03072022000435']
Stack 10 with items: ['0090038200_03072022000435', '0090038200_03072022000435']
Stack 11 with items: ['0090038200_03072022000435', '0090038200_03072022000435']
Stack 12 with items: ['0090038200_03072022000435', '0090038200_03072022000435']
Stack 13 with items: ['0090038200_03072022000435', '0090038200_03072022000435']
Stack 14 with items: ['0090038200_03072022000435', '0090038200_03072022000435']
Stack 15 with items: ['0090038200_03072022000435', '0090038200_03072022000435']
Stack 16 with items: ['0090038200_03072022000435', '0090038200_03072022000435']
Stack 17 with items: ['0090038200_03072022000435', '0090038200_03072022000435']
Stack 18 with items: ['0090038200_03072022000435', '0090038200_03072022000435']
Stack 19 with items: ['0090038200_03072022000435']
Stacks not packed:
Stack 2 missing: ['0090038200_03072022002986', '0090038200_03072022002986']
