dataset: B
instance: FL
+-----------+
2D Packing Heuristic in Truck P346887101
Min2DVol: 30.72000000000002 [m2]
Stack 0 with items: ['0090015100_26102022009210', '0090015100_26102022009210', '0090015100_26102022009210']
Stack 1 with items: ['0090015100_26102022009210', '0090015100_26102022004144', '0090015100_26102022009210']
Stack 2 with items: ['0090015100_26102022004144', '0090015100_26102022004144', '0090015100_26102022004144']
Stack 3 with items: ['0090015100_26102022004144', '0090015100_26102022004144', '0090015100_26102022004144']
Stack 4 with items: ['0090015100_26102022004144', '0090015100_26102022004144', '0090015100_26102022004144']
Stack 5 with items: ['0090015100_26102022004144', '0090015100_26102022004144', '0090015100_26102022004144']
Stack 6 with items: ['0090015100_26102022004144', '0090015100_26102022004144', '0090015100_26102022004144']
Stack 7 with items: ['0090015100_26102022004144', '0090015100_26102022004144', '0090015100_26102022004144']
Stack 8 with items: ['0090015100_26102022004144', '0090015100_26102022004144', '0090015100_26102022004144']
Stack 9 with items: ['0090015100_26102022004144', '0090015100_26102022004144', '0090015100_26102022004144']
Stack 10 with items: ['0090015100_26102022004144', '0090015100_26102022004144', '0090015100_26102022004144']
Stack 11 with items: ['0090015100_26102022004144', '0090015100_26102022004144', '0090015100_26102022004144']
Stack 12 with items: ['0090015100_26102022004144', '0090015100_26102022004144', '0090015100_26102022004144']
Stack 13 with items: ['0090015100_26102022004144', '0090015100_26102022003778', '0090015100_26102022004144']
Stack 14 with items: ['0090015100_26102022003778', '0090015100_26102022003778', '0090015100_26102022003778']
Stack 15 with items: ['0090015100_26102022003778', '0090015100_26102022003778', '0090015100_26102022003778']
Stack 16 with items: ['0090015100_26102022003778', '0090015100_26102022003778', '0090015100_26102022003778']
Stack 17 with items: ['0090015100_26102022003778', '0090015100_26102022003187', '0090015100_26102022003778']
Stack 18 with items: ['0090015100_26102022003187', '0090015100_26102022003187', '0090015100_26102022003187']
Stack 19 with items: ['0090015100_26102022003187', '0090015100_26102022003187', '0090015100_26102022003187']
Stack 20 with items: ['0090015100_26102022003187', '0090015100_26102022003187', '0090015100_26102022003187']
Stack 21 with items: ['0090015100_26102022003187', '0090015100_26102022000546', '0090015100_26102022003187']
Stack 22 with items: ['0090015100_26102022000546', '0090015100_26102022000546', '0090015100_26102022000546']
Stack 23 with items: ['0090015100_26102022000546', '0090015100_26102022000546', '0090015100_26102022000546']
Stack 24 with items: ['0090015100_26102022000546', '0090015100_26102022000546', '0090015100_26102022000546']
Stack 25 with items: ['0090015100_26102022000546', '0090015100_26102022000546', '0090015100_26102022000546']
Stack 26 with items: ['0090015100_26102022000546', '0090015100_26102022000546', '0090015100_26102022000546']
Stack 27 with items: ['0090015100_26102022000546', '0090015100_26102022000546', '0090015100_26102022000546']
Stack 28 with items: ['0090015100_26102022000546', '0090015100_26102022000546', '0090015100_26102022000546']
Stack 29 with items: ['0090015100_26102022000546', '0090015100_26102022000546', '0090015100_26102022000546']
Stack 30 with items: ['0090015100_26102022000546', '0090015100_26102022000546', '0090015100_26102022000546']
Stack 31 with items: ['0090015100_26102022000546', '0090015100_26102022000546', '0090015100_26102022000546']
Stacks not packed:
Stack 11 missing: ['0090015100_26102022004144', '0090015100_26102022004144', '0090015100_26102022004144']
Stack 12 missing: ['0090015100_26102022004144', '0090015100_26102022004144', '0090015100_26102022004144']
Stack 13 missing: ['0090015100_26102022004144', '0090015100_26102022003778', '0090015100_26102022004144']
Stack 14 missing: ['0090015100_26102022003778', '0090015100_26102022003778', '0090015100_26102022003778']
Stack 15 missing: ['0090015100_26102022003778', '0090015100_26102022003778', '0090015100_26102022003778']
Stack 16 missing: ['0090015100_26102022003778', '0090015100_26102022003778', '0090015100_26102022003778']
Stack 22 missing: ['0090015100_26102022000546', '0090015100_26102022000546', '0090015100_26102022000546']
Stack 23 missing: ['0090015100_26102022000546', '0090015100_26102022000546', '0090015100_26102022000546']
Stack 24 missing: ['0090015100_26102022000546', '0090015100_26102022000546', '0090015100_26102022000546']
Stack 25 missing: ['0090015100_26102022000546', '0090015100_26102022000546', '0090015100_26102022000546']
Stack 26 missing: ['0090015100_26102022000546', '0090015100_26102022000546', '0090015100_26102022000546']
Stack 27 missing: ['0090015100_26102022000546', '0090015100_26102022000546', '0090015100_26102022000546']
Stack 28 missing: ['0090015100_26102022000546', '0090015100_26102022000546', '0090015100_26102022000546']
Stack 29 missing: ['0090015100_26102022000546', '0090015100_26102022000546', '0090015100_26102022000546']
Stack 30 missing: ['0090015100_26102022000546', '0090015100_26102022000546', '0090015100_26102022000546']
Stack 31 missing: ['0090015100_26102022000546', '0090015100_26102022000546', '0090015100_26102022000546']
