dataset: C
instance: TR3
+-----------+
2D Packing Heuristic in Truck P068421707
Min2DVol: 33.959999999999994 [m2]
Stack 0 with items: ['0090017000_28022023010838', '0090017000_28022023008736', '0090017000_28022023010838']
Stack 1 with items: ['0090017000_28022023008736', '0090017000_28022023008736', '0090017000_28022023008736']
Stack 2 with items: ['0090017000_28022023007949', '0090017000_28022023007949', '0090017000_28022023007949']
Stack 3 with items: ['0090017000_28022023007949', '0090017000_28022023002515', '0090017000_28022023007949']
Stack 4 with items: ['0090017000_28022023002515', '0090017000_28022023002515', '0090017000_28022023002515']
Stack 5 with items: ['0090017000_28022023002515', '0090017000_28022023002515', '0090017000_28022023002515']
Stack 6 with items: ['0090017000_28022023002515', '0090017000_28022023002515', '0090017000_28022023002515']
Stack 7 with items: ['0090017000_28022023002515']
Stack 8 with items: ['0090017000_28022023006233', '0090017000_28022023006233']
Stack 9 with items: ['0090017000_28022023006233', '0090017000_28022023006233']
Stack 10 with items: ['0090017000_28022023006233', '0090017000_28022023006233']
Stack 11 with items: ['0090017000_28022023006233', '0090017000_28022023006233']
Stack 12 with items: ['0090017000_28022023006233', '0090017000_28022023006233']
Stack 13 with items: ['0090017000_28022023009773', '0090017000_28022023009773']
Stack 14 with items: ['0090017000_28022023009773', '0090017000_28022023006233']
Stack 15 with items: ['0090017000_28022023006233', '0090017000_28022023006233']
Stack 16 with items: ['0090017000_28022023009773', '0090017000_28022023009773']
Stack 17 with items: ['0090017000_28022023006233', '0090017000_28022023006233']
Stacks not packed:
Stack 16 missing: ['0090017000_28022023009773', '0090017000_28022023009773']
Stack 17 missing: ['0090017000_28022023006233', '0090017000_28022023006233']
