dataset: A
instance: BY
+-----------+
2D Packing Heuristic in Truck P248067501
Min2DVol: 15.834779999999995 [m2]
Stack 0 with items: ['0090016900_03072022012819', '0090016900_03072022012819']
Stack 1 with items: ['0090016900_03072022012819', '0090016900_03072022012819']
Stack 2 with items: ['0090016900_03072022008549', '0090016900_03072022008549']
Stack 3 with items: ['0090016900_03072022008549', '0090016900_03072022008549']
Stack 4 with items: ['0090016900_03072022008549', '0090016900_03072022008549']
Stack 5 with items: ['0090016900_03072022004334', '0090016900_03072022004334']
Stack 6 with items: ['0090016900_03072022004334', '0090016900_03072022004334']
Stack 7 with items: ['0090016900_03072022001258', '0090016900_03072022001258']
Stack 8 with items: ['0090016900_03072022001258', '0090016900_03072022001258']
Stack 9 with items: ['0090016900_03072022001258', '0090016900_03072022001258']
Stack 10 with items: ['0090016900_03072022001258', '0090016900_03072022001258']
Stack 11 with items: ['0090016900_03072022001258', '0090016900_03072022001258']
Stack 12 with items: ['0090016900_03072022001258', '0090016900_03072022001258']
Heuristic packed all stacks
