dataset: B
instance: SA
+-----------+
2D Packing Heuristic in Truck P318051311
Min2DVol: 30.018060000000013 [m2]
Stack 0 with items: ['0090017100_26102022013729', '0090017100_26102022013729', '0090017100_26102022013729']
Stack 1 with items: ['0090017100_26102022013071', '0090017100_26102022012140', '0090017100_26102022012140']
Stack 2 with items: ['0090017100_26102022012140', '0090017100_26102022012140', '0090017100_26102022012140']
Stack 3 with items: ['0090017100_26102022012140', '0090017100_26102022012140', '0090017100_26102022012140']
Stack 4 with items: ['0090017100_26102022012140', '0090017100_26102022011836', '0090017100_26102022012140']
Stack 5 with items: ['0090017100_26102022011836', '0090017100_26102022011836', '0090017100_26102022011836']
Stack 6 with items: ['0090017100_26102022011836', '0090017100_26102022011340', '0090017100_26102022011836']
Stack 7 with items: ['0090017100_26102022011340', '0090017100_26102022011340', '0090017100_26102022011340']
Stack 8 with items: ['0090017100_26102022011340', '0090017100_26102022011340', '0090017100_26102022011340']
Stack 9 with items: ['0090017100_26102022011340', '0090017100_26102022011340', '0090017100_26102022011340']
Stack 10 with items: ['0090017100_26102022011340', '0090017100_26102022009557', '0090017100_26102022011340']
Stack 11 with items: ['0090017100_26102022009557', '0090017100_26102022009557', '0090017100_26102022009557']
Stack 12 with items: ['0090017100_26102022009557', '0090017100_26102022009557', '0090017100_26102022009557']
Stack 13 with items: ['0090017100_26102022009557', '0090017100_26102022009557', '0090017100_26102022009557']
Stack 14 with items: ['0090017100_26102022002982', '0090017100_26102022002982', '0090017100_26102022002982']
Stack 15 with items: ['0090017100_26102022008284', '0090017100_26102022010091', '0090017100_26102022010919']
Heuristic packed all stacks
