dataset: C
instance: PA
+-----------+
2D Packing Heuristic in Truck P094653601
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0091017200_27022023043258', '0091017200_27022023039191', '0091017200_27022023036971']
Stack 1 with items: ['0091017200_27022023027255', '0091017200_27022023026788', '0091017200_27022023020689']
Stack 2 with items: ['0091017200_27022023020689', '0091017200_27022023013526', '0091017200_27022023013526']
Stack 3 with items: ['0091017200_27022023004863', '0091017200_27022023004863']
Stack 4 with items: ['0091017200_27022023006202', '0091017200_27022023006202', '0091017200_27022023006202']
Stack 5 with items: ['0091017200_27022023006202', '0091017200_27022023006202', '0091017200_27022023006202']
Stack 6 with items: ['0091017200_27022023006202', '0091017200_27022023006202', '0091017200_27022023006202']
Stack 7 with items: ['0091017200_27022023033947', '0091017200_27022023033947', '0091017200_27022023033947']
Stack 8 with items: ['0091017200_27022023033947', '0091017200_27022023033947', '0091017200_27022023033947']
Stack 9 with items: ['0091017200_27022023033947', '0091017200_27022023033947', '0091017200_27022023033947']
Stack 10 with items: ['0091017200_27022023033947', '0091017200_27022023033947', '0091017200_27022023033947']
Stack 11 with items: ['0091017200_27022023033947', '0091017200_27022023006202', '0091017200_27022023006202']
Stack 12 with items: ['0091017200_27022023006202', '0091017200_27022023006202', '0091017200_27022023006202']
Stack 13 with items: ['0091017200_27022023006202', '0091017200_27022023006202', '0091017200_27022023033947']
Stack 14 with items: ['0091017200_27022023033947', '0091017200_27022023033947', '0091017200_27022023033947']
Stack 15 with items: ['0091017200_27022023033947', '0091017200_27022023033947', '0091017200_27022023033947']
Stack 16 with items: ['0091017200_27022023006202', '0091017200_27022023006202', '0091017200_27022023006202']
Stack 17 with items: ['0091017200_27022023006202', '0091017200_27022023006202', '0091017200_27022023006202']
Stack 18 with items: ['0091017200_27022023033947', '0091017200_27022023033947', '0091017200_27022023033947']
Stack 19 with items: ['0091017200_27022023006202', '0091017200_27022023006202', '0091017200_27022023006202']
Stack 20 with items: ['0091017200_27022023006202', '0091017200_27022023006202', '0091017200_27022023006202']
Stack 21 with items: ['0091017200_27022023033947', '0091017200_27022023033947', '0091017200_27022023033947']
Stack 22 with items: ['0091017200_27022023006202', '0091017200_27022023006202', '0091017200_27022023006202']
Stack 23 with items: ['0091017200_27022023006202', '0091017200_27022023006202', '0091017200_27022023006202']
Stack 24 with items: ['0091017200_27022023006202', '0091017200_27022023006202', '0091017200_27022023006202']
Stack 25 with items: ['0091017200_27022023006202', '0091017200_27022023006202', '0091017200_27022023033947']
Heuristic packed all stacks
