dataset: X
instance: TR7
+-----------+
2D Packing Heuristic in Truck P175421709
Min2DVol: 30.978059999999996 [m2]
Stack 0 with items: ['0090017000_14062023024254', '0090017000_14062023019630', '0090017000_14062023010611', '0090017000_14062023025582', '0090017000_14062023031213']
Stack 1 with items: ['0090017000_14062023022333', '0090017000_14062023022333']
Stack 2 with items: ['0090017000_14062023021828', '0090017000_14062023021828']
Stack 3 with items: ['0090017000_14062023021828', '0090017000_14062023021828']
Stack 4 with items: ['0090017000_14062023021828', '0090017000_14062023021828']
Stack 5 with items: ['0090017000_14062023018904', '0090017000_14062023018904']
Stack 6 with items: ['0090017000_14062023018904', '0090017000_14062023018904']
Stack 7 with items: ['0090017000_14062023018904', '0090017000_14062023018904']
Stack 8 with items: ['0090017000_14062023018904', '0090017000_14062023018904']
Stack 9 with items: ['0090017000_14062023018904', '0090017000_14062023018904']
Stack 10 with items: ['0090017000_14062023018904', '0090017000_14062023018904']
Stack 11 with items: ['0090017000_14062023018904', '0090017000_14062023018904']
Stack 12 with items: ['0090017000_14062023018904', '0090017000_14062023018904']
Stack 13 with items: ['0090017000_14062023018904', '0090017000_14062023018904']
Stack 14 with items: ['0090017000_14062023018904', '0090017000_14062023018904']
Stack 15 with items: ['0090017000_14062023018904', '0090017000_14062023018904']
Stack 16 with items: ['0090017000_14062023018904', '0090017000_14062023018904']
Heuristic packed all stacks
