dataset: X
instance: BY4
+-----------+
2D Packing Heuristic in Truck P206335001
Min2DVol: 27.853060000000013 [m2]
Stack 0 with items: ['0090016900_14062023029184', '0090016900_14062023029184', '0090016900_14062023029184']
Stack 1 with items: ['0090016900_14062023029184', '0090016900_14062023029184', '0090016900_14062023029184']
Stack 2 with items: ['0090016900_14062023004342', '0090016900_14062023004342', '0090016900_14062023004342']
Stack 3 with items: ['0090016900_14062023029184', '0090016900_14062023029184', '0090016900_14062023029184']
Stack 4 with items: ['0090016900_14062023029184', '0090016900_14062023029184', '0090016900_14062023029184']
Stack 5 with items: ['0090016900_14062023004342', '0090016900_14062023004342', '0090016900_14062023004342']
Stack 6 with items: ['0090016900_14062023037378', '0090016900_14062023037378']
Stack 7 with items: ['0090016900_14062023037378', '0090016900_14062023037378']
Stack 8 with items: ['0090016900_14062023037378', '0090016900_14062023037378']
Stack 9 with items: ['0090016900_14062023037378', '0090016900_14062023037378']
Stack 10 with items: ['0090016900_14062023037378', '0090016900_14062023037378']
Stack 11 with items: ['0090016900_14062023037378', '0090016900_14062023037378']
Stack 12 with items: ['0090016900_14062023037378', '0090016900_14062023037378']
Stack 13 with items: ['0090016900_14062023037378', '0090016900_14062023037378']
Stack 14 with items: ['0090016900_14062023037378', '0090016900_14062023037378']
Stack 15 with items: ['0090016900_14062023037378', '0090016900_14062023037378']
Stack 16 with items: ['0090016900_14062023037378', '0090016900_14062023037378']
Stack 17 with items: ['0090016900_14062023022645', '0090016900_14062023022645']
Stack 18 with items: ['0090016900_14062023022645', '0090016900_14062023016653']
Stack 19 with items: ['0090016900_14062023025349', '0090016900_14062023025349']
Heuristic packed all stacks
