dataset: C
instance: CL3
+-----------+
2D Packing Heuristic in Truck P108213101
Min2DVol: 31.326419999999985 [m2]
Stack 0 with items: ['0090016100_28022023001789', '0090016100_28022023001789']
Stack 1 with items: ['0090016100_28022023004514', '0090016100_28022023004514']
Stack 2 with items: ['0090016100_28022023004514', '0090016100_28022023004514']
Stack 3 with items: ['0090016100_28022023004514', '0090016100_28022023004514']
Stack 4 with items: ['0090016100_28022023001789', '0090016100_28022023001414']
Stack 5 with items: ['0090016100_28022023004514']
Stack 6 with items: ['0090016100_28022023001789']
Stack 7 with items: ['0090016100_28022023003276', '0090016100_28022023003276', '0090016100_28022023003276']
Stack 8 with items: ['0090016100_28022023003276', '0090016100_28022023003276', '0090016100_28022023003276']
Stack 9 with items: ['0090016100_28022023003276', '0090016100_28022023003276', '0090016100_28022023003276']
Stack 10 with items: ['0090016100_28022023003276', '0090016100_28022023003276', '0090016100_28022023003276']
Stack 11 with items: ['0090016100_28022023003276', '0090016100_28022023003276', '0090016100_28022023003276']
Stack 12 with items: ['0090016100_28022023003276', '0090016100_28022023003276', '0090016100_28022023003276']
Stack 13 with items: ['0090016100_28022023003276', '0090016100_28022023003276', '0090016100_28022023003276']
Stack 14 with items: ['0090016100_28022023003276', '0090016100_28022023003276', '0090016100_28022023003276']
Stack 15 with items: ['0090016100_28022023002687', '0090016100_28022023003276', '0090016100_28022023003276']
Stack 16 with items: ['0090016100_28022023002687', '0090016100_28022023002687', '0090016100_28022023002687']
Stack 17 with items: ['0090016100_28022023002687', '0090016100_28022023002687', '0090016100_28022023002687']
Stack 18 with items: ['0090016100_28022023002687', '0090016100_28022023002687', '0090016100_28022023002687']
Stack 19 with items: ['0090016100_28022023002687', '0090016100_28022023002687', '0090016100_28022023002687']
Stack 20 with items: ['0090016100_28022023002687', '0090016100_28022023002687', '0090016100_28022023002687']
Stack 21 with items: ['0090016100_28022023002687', '0090016100_28022023002687']
Stack 22 with items: ['0090016100_28022023004822', '0090016100_28022023004822', '0090016100_28022023004822']
Stack 23 with items: ['0090016100_28022023004822', '0090016100_28022023004822', '0090016100_28022023004822']
Stack 24 with items: ['0090016100_28022023004822', '0090016100_28022023004822', '0090016100_28022023004822']
Stack 25 with items: ['0090016100_28022023004822', '0090016100_28022023004822', '0090016100_28022023004822']
Heuristic packed all stacks
