dataset: B
instance: SA2
+-----------+
2D Packing Heuristic in Truck P320234401
Min2DVol: 23.999999999999993 [m2]
Stack 0 with items: ['0090017100_26102022016064', '0090017100_26102022015328', '0090017100_26102022015328']
Stack 1 with items: ['0090017100_26102022015328', '0090017100_26102022015328', '0090017100_26102022015328']
Stack 2 with items: ['0090017100_26102022015328', '0090017100_26102022015328', '0090017100_26102022015328']
Stack 3 with items: ['0090017100_26102022015328', '0090017100_26102022015328', '0090017100_26102022015328']
Stack 4 with items: ['0090017100_26102022015328', '0090017100_26102022015328', '0090017100_26102022015328']
Stack 5 with items: ['0090017100_26102022015048', '0090017100_26102022015048', '0090017100_26102022015048']
Stack 6 with items: ['0090017100_26102022015048', '0090017100_26102022012862', '0090017100_26102022015048']
Stack 7 with items: ['0090017100_26102022012862', '0090017100_26102022010515', '0090017100_26102022012862']
Stack 8 with items: ['0090017100_26102022010428', '0090017100_26102022009290', '0090017100_26102022008559']
Stack 9 with items: ['0090017100_26102022008559', '0090017100_26102022008559', '0090017100_26102022008559']
Stack 10 with items: ['0090017100_26102022008559', '0090017100_26102022008559', '0090017100_26102022008559']
Stack 11 with items: ['0090017100_26102022008559', '0090017100_26102022008380', '0090017100_26102022008380']
Stack 12 with items: ['0090017100_26102022008380', '0090017100_26102022008380', '0090017100_26102022008380']
Stack 13 with items: ['0090017100_26102022008380', '0090017100_26102022008380', '0090017100_26102022008380']
Stack 14 with items: ['0090017100_26102022008380', '0090017100_26102022008380', '0090017100_26102022008380']
Stack 15 with items: ['0090017100_26102022008380', '0090017100_26102022008380', '0090017100_26102022008380']
Stack 16 with items: ['0090017100_26102022006862', '0090017100_26102022006131', '0090017100_26102022006131']
Stack 17 with items: ['0090017100_26102022006131', '0090017100_26102022006131', '0090017100_26102022006131']
Stack 18 with items: ['0090017100_26102022005574', '0090017100_26102022002546', '0090017100_26102022005574']
Stack 19 with items: ['0090017100_26102022002546', '0090017100_26102022002322', '0090017100_26102022002546']
Heuristic packed all stacks
