dataset: B
instance: MT
+-----------+
2D Packing Heuristic in Truck P350635803
Min2DVol: 26.39999999999999 [m2]
Stack 0 with items: ['0091017700_26102022004409', '0091017700_26102022004409', '0091017700_26102022004409']
Stack 1 with items: ['0091017700_26102022004409', '0091017700_26102022004409', '0091017700_26102022004409']
Stack 2 with items: ['0091017700_26102022004409', '0091017700_26102022004409', '0091017700_26102022004409']
Stack 3 with items: ['0091017700_26102022004409', '0091017700_26102022004409', '0091017700_26102022004409']
Stack 4 with items: ['0091017700_26102022004409', '0091017700_26102022004409', '0091017700_26102022004409']
Stack 5 with items: ['0091017700_26102022004409', '0091017700_26102022004409', '0091017700_26102022004409']
Stack 6 with items: ['0091017700_26102022004409', '0091017700_26102022004409', '0091017700_26102022004409']
Stack 7 with items: ['0091017700_26102022004409', '0091017700_26102022004409', '0091017700_26102022004409']
Stack 8 with items: ['0091017700_26102022004409', '0091017700_26102022004409', '0091017700_26102022004409']
Stack 9 with items: ['0091017700_26102022004409', '0091017700_26102022004409', '0091017700_26102022004409']
Stack 10 with items: ['0091017700_26102022003292', '0091017700_26102022003292', '0091017700_26102022003292']
Stack 11 with items: ['0091017700_26102022003292', '0091017700_26102022003292', '0091017700_26102022003292']
Stack 12 with items: ['0091017700_26102022003292', '0091017700_26102022003292', '0091017700_26102022003292']
Stack 13 with items: ['0091017700_26102022003292', '0091017700_26102022003292', '0091017700_26102022003292']
Stack 14 with items: ['0091017700_26102022003292', '0091017700_26102022003292', '0091017700_26102022003292']
Stack 15 with items: ['0091017700_26102022003292', '0091017700_26102022003292', '0091017700_26102022003292']
Stack 16 with items: ['0091017700_26102022003292', '0091017700_26102022003292', '0091017700_26102022003292']
Stack 17 with items: ['0091017700_26102022002268', '0091017700_26102022002268', '0091017700_26102022002268']
Stack 18 with items: ['0091017700_26102022002268', '0091017700_26102022002268', '0091017700_26102022002268']
Stack 19 with items: ['0091017700_26102022002268', '0091017700_26102022002268', '0091017700_26102022002268']
Stack 20 with items: ['0091017700_26102022002268', '0091017700_26102022002268', '0091017700_26102022002268']
Stack 21 with items: ['0091017700_26102022002268', '0091017700_26102022002268', '0091017700_26102022002268']
Heuristic packed all stacks
