dataset: C
instance: MT
+-----------+
2D Packing Heuristic in Truck P103500401
Min2DVol: 29.99999999999999 [m2]
Stack 0 with items: ['0091017700_27022023000130', '0091017700_27022023000130', '0091017700_27022023004931']
Stack 1 with items: ['0091017700_27022023000130', '0091017700_27022023000130', '0091017700_27022023000130']
Stack 2 with items: ['0091017700_27022023000130', '0091017700_27022023000130', '0091017700_27022023000130']
Stack 3 with items: ['0091017700_27022023004931', '0091017700_27022023004931', '0091017700_27022023004931']
Stack 4 with items: ['0091017700_27022023000130', '0091017700_27022023000130', '0091017700_27022023000130']
Stack 5 with items: ['0091017700_27022023004931', '0091017700_27022023004931', '0091017700_27022023004931']
Stack 6 with items: ['0091017700_27022023004931', '0091017700_27022023004931', '0091017700_27022023004931']
Stack 7 with items: ['0091017700_27022023004931', '0091017700_27022023004931', '0091017700_27022023004931']
Stack 8 with items: ['0091017700_27022023000130', '0091017700_27022023000130', '0091017700_27022023000130']
Stack 9 with items: ['0091017700_27022023004931', '0091017700_27022023004931', '0091017700_27022023004931']
Stack 10 with items: ['0091017700_27022023000130', '0091017700_27022023000130', '0091017700_27022023000130']
Stack 11 with items: ['0091017700_27022023000130', '0091017700_27022023000130', '0091017700_27022023000130']
Stack 12 with items: ['0091017700_27022023004931', '0091017700_27022023000130', '0091017700_27022023004931']
Stack 13 with items: ['0091017700_27022023004931', '0091017700_27022023004931', '0091017700_27022023004931']
Stack 14 with items: ['0091017700_27022023000130', '0091017700_27022023000130', '0091017700_27022023000130']
Stack 15 with items: ['0091017700_27022023000130', '0091017700_27022023000130', '0091017700_27022023000130']
Stack 16 with items: ['0091017700_27022023007374', '0091017700_27022023006047', '0091017700_27022023006047']
Stack 17 with items: ['0091017700_27022023006047', '0091017700_27022023006047', '0091017700_27022023006047']
Stack 18 with items: ['0091017700_27022023006047', '0091017700_27022023006047', '0091017700_27022023006047']
Stack 19 with items: ['0091017700_27022023006047', '0091017700_27022023005574', '0091017700_27022023006047']
Stack 20 with items: ['0091017700_27022023005574', '0091017700_27022023005309', '0091017700_27022023005309']
Stack 21 with items: ['0091017700_27022023005309', '0091017700_27022023005309', '0091017700_27022023005309']
Stack 22 with items: ['0091017700_27022023005309', '0091017700_27022023005309', '0091017700_27022023005309']
Stack 23 with items: ['0091017700_27022023005309', '0091017700_27022023003447', '0091017700_27022023002027']
Stack 24 with items: ['0091017700_27022023000867', '0091017700_27022023000867', '0091017700_27022023000867']
Heuristic packed all stacks
