dataset: C
instance: MA
+-----------+
2D Packing Heuristic in Truck P081138001
Min2DVol: 32.52641999999999 [m2]
Stack 0 with items: ['0090016200_27022023005125', '0090016200_27022023005125']
Stack 1 with items: ['0090016200_27022023021767']
Stack 2 with items: ['0090016200_27022023021767']
Stack 3 with items: ['0090016200_27022023021767']
Stack 4 with items: ['0090016200_27022023012542']
Stack 5 with items: ['0090016200_27022023012542']
Stack 6 with items: ['0090016200_27022023012542']
Stack 7 with items: ['0090016200_27022023031150', '0090016200_27022023031150', '0090016200_27022023031150']
Stack 8 with items: ['0090016200_27022023031150', '0090016200_27022023031150', '0090016200_27022023031150']
Stack 9 with items: ['0090016200_27022023031150', '0090016200_27022023031150', '0090016200_27022023031150']
Stack 10 with items: ['0090016200_27022023031150', '0090016200_27022023031150', '0090016200_27022023031150']
Stack 11 with items: ['0090016200_27022023031150', '0090016200_27022023031150', '0090016200_27022023031150']
Stack 12 with items: ['0090016200_27022023031150', '0090016200_27022023031150', '0090016200_27022023031150']
Stack 13 with items: ['0090016200_27022023031150', '0090016200_27022023031150', '0090016200_27022023031150']
Stack 14 with items: ['0090016200_27022023031150', '0090016200_27022023031150', '0090016200_27022023031150']
Stack 15 with items: ['0090016200_27022023031150', '0090016200_27022023031150', '0090016200_27022023031150']
Stack 16 with items: ['0090016200_27022023031150', '0090016200_27022023031150', '0090016200_27022023031150']
Stack 17 with items: ['0090016200_27022023031150', '0090016200_27022023031150', '0090016200_27022023031150']
Stack 18 with items: ['0090016200_27022023031150', '0090016200_27022023031150', '0090016200_27022023031150']
Stack 19 with items: ['0090016200_27022023031150', '0090016200_27022023031150', '0090016200_27022023031150']
Stack 20 with items: ['0090016200_27022023031150', '0090016200_27022023031150', '0090016200_27022023031150']
Stack 21 with items: ['0090016200_27022023031150', '0090016200_27022023031150', '0090016200_27022023031150']
Stack 22 with items: ['0090016200_27022023031150', '0090016200_27022023031150', '0090016200_27022023031150']
Stack 23 with items: ['0090016200_27022023031150', '0090016200_27022023031150', '0090016200_27022023031150']
Stack 24 with items: ['0090016200_27022023031150', '0090016200_27022023031150', '0090016200_27022023031150']
Stack 25 with items: ['0090016200_27022023027378', '0090016200_27022023027378', '0090016200_27022023027378']
Stack 26 with items: ['0090016200_27022023027378']
Stacks not packed:
Stack 25 missing: ['0090016200_27022023027378', '0090016200_27022023027378', '0090016200_27022023027378']
