dataset: C
instance: DO2
+-----------+
2D Packing Heuristic in Truck P080210203
Min2DVol: 23.484836 [m2]
Stack 0 with items: ['0090019100_28022023011777', '0090019100_28022023011777']
Stack 1 with items: ['0090019100_28022023011777', '0090019100_28022023011777']
Stack 2 with items: ['0090019100_28022023011777', '0090019100_28022023011777']
Stack 3 with items: ['0090019100_28022023011777', '0090019100_28022023011777']
Stack 4 with items: ['0090019100_28022023011777', '0090019100_28022023011777']
Stack 5 with items: ['0090019100_28022023011777', '0090019100_28022023011777']
Stack 6 with items: ['0090019100_28022023011777', '0090019100_28022023011777']
Stack 7 with items: ['0090019100_28022023011777', '0090019100_28022023011777']
Stack 8 with items: ['0090019100_28022023011777', '0090019100_28022023011777']
Stack 9 with items: ['0090019100_28022023011777', '0090019100_28022023011777']
Stack 10 with items: ['0090019100_28022023011777', '0090019100_28022023011777']
Stack 11 with items: ['0090019100_28022023011777', '0090019100_28022023007770']
Stack 12 with items: ['0090019100_28022023007770', '0090019100_28022023003994']
Stack 13 with items: ['0090019100_28022023003994', '0090019100_28022023003994']
Stack 14 with items: ['0090019100_28022023022352', '0090019100_28022023022352']
Heuristic packed all stacks
