dataset: C
instance: DO
+-----------+
2D Packing Heuristic in Truck P074041115
Min2DVol: 29.999999999999996 [m2]
Stack 0 with items: ['0090019100_27022023029474', '0090019100_27022023029474', '0090019100_27022023029474']
Stack 1 with items: ['0090019100_27022023027318', '0090019100_27022023027318', '0090019100_27022023027318']
Stack 2 with items: ['0090019100_27022023027318', '0090019100_27022023023468', '0090019100_27022023023468']
Stack 3 with items: ['0090019100_27022023011318', '0090019100_27022023011318', '0090019100_27022023011318']
Stack 4 with items: ['0090019100_27022023011318', '0090019100_27022023000811', '0090019100_27022023011318']
Stack 5 with items: ['0090019100_27022023000811', '0090019100_27022023000811', '0090019100_27022023000811']
Stack 6 with items: ['0090019100_27022023017008', '0090019100_27022023017008']
Stack 7 with items: ['0090019100_27022023017008', '0090019100_27022023017008']
Stack 8 with items: ['0090019100_27022023017008', '0090019100_27022023017008']
Stack 9 with items: ['0090019100_27022023017008', '0090019100_27022023017008']
Stack 10 with items: ['0090019100_27022023026133', '0090019100_27022023034480']
Stack 11 with items: ['0090019100_27022023034480', '0090019100_27022023034480']
Stack 12 with items: ['0090019100_27022023038683', '0090019100_27022023038683']
Stack 13 with items: ['0090019100_27022023038683', '0090019100_27022023038683']
Stack 14 with items: ['0090019100_27022023038683', '0090019100_27022023038683']
Stack 15 with items: ['0090019100_27022023038683', '0090019100_27022023038683']
Stack 16 with items: ['0090019100_27022023038683', '0090019100_27022023038683']
Heuristic packed all stacks
