dataset: X
instance: AS6
+-----------+
2D Packing Heuristic in Truck P188708201
Min2DVol: 25.725 [m2]
Stack 0 with items: ['0090018000_14062023013207', '0090018000_14062023013207']
Stack 1 with items: ['0090018000_14062023011874', '0090018000_14062023011874']
Stack 2 with items: ['0090018000_14062023011874', '0090018000_14062023011874']
Stack 3 with items: ['0090018000_14062023011874', '0090018000_14062023011874']
Stack 4 with items: ['0090018000_14062023011874', '0090018000_14062023011874']
Stack 5 with items: ['0090018000_14062023011874', '0090018000_14062023009034']
Stack 6 with items: ['0090018000_14062023001508', '0090018000_14062023001508']
Stack 7 with items: ['0090018000_14062023001508', '0090018000_14062023001508']
Stack 8 with items: ['0090018000_14062023001508', '0090018000_14062023001508']
Stack 9 with items: ['0090018000_14062023001508', '0090018000_14062023001508']
Stack 10 with items: ['0090018000_14062023001508', '0090018000_14062023001508']
Stack 11 with items: ['0090018000_14062023001508', '0090018000_14062023001508']
Stack 12 with items: ['0090018000_14062023001508', '0090018000_14062023001508']
Stack 13 with items: ['0090018000_14062023001508', '0090018000_14062023001508']
Stack 14 with items: ['0090018000_14062023001508', '0090018000_14062023001508']
Heuristic packed all stacks
