dataset: C
instance: MT
+-----------+
2D Packing Heuristic in Truck P087574801
Min2DVol: 33.65417999999999 [m2]
Stack 0 with items: ['0091017700_27022023006977', '0091017700_27022023006977', '0091017700_27022023006977']
Stack 1 with items: ['0091017700_27022023006977', '0091017700_27022023006977', '0091017700_27022023006977']
Stack 2 with items: ['0091017700_27022023006977', '0091017700_27022023006977', '0091017700_27022023006977']
Stack 3 with items: ['0091017700_27022023006977', '0091017700_27022023006977', '0091017700_27022023006977']
Stack 4 with items: ['0091017700_27022023006977', '0091017700_27022023006977', '0091017700_27022023006977']
Stack 5 with items: ['0091017700_27022023006977', '0091017700_27022023006977', '0091017700_27022023006977']
Stack 6 with items: ['0091017700_27022023006977', '0091017700_27022023006977', '0091017700_27022023006977']
Stack 7 with items: ['0091017700_27022023006977', '0091017700_27022023006977', '0091017700_27022023006977']
Stack 8 with items: ['0091017700_27022023006977', '0091017700_27022023006977', '0091017700_27022023006977']
Stack 9 with items: ['0091017700_27022023006977', '0091017700_27022023006977', '0091017700_27022023006977']
Stack 10 with items: ['0091017700_27022023006977', '0091017700_27022023006856', '0091017700_27022023006856']
Stack 11 with items: ['0091017700_27022023006951', '0091017700_27022023001326']
Stack 12 with items: ['0091017700_27022023006856', '0091017700_27022023004613', '0091017700_27022023006856']
Stack 13 with items: ['0091017700_27022023004555', '0091017700_27022023004555', '0091017700_27022023004555']
Stack 14 with items: ['0091017700_27022023004555', '0091017700_27022023004555', '0091017700_27022023004555']
Stack 15 with items: ['0091017700_27022023004437', '0091017700_27022023004437', '0091017700_27022023004437']
Stack 16 with items: ['0091017700_27022023002696', '0091017700_27022023002696', '0091017700_27022023002696']
Stack 17 with items: ['0091017700_27022023002696', '0091017700_27022023002696', '0091017700_27022023002696']
Stack 18 with items: ['0091017700_27022023002696', '0091017700_27022023002696', '0091017700_27022023002696']
Stack 19 with items: ['0091017700_27022023002696', '0091017700_27022023002581', '0091017700_27022023002581']
Stack 20 with items: ['0091017700_27022023002581', '0091017700_27022023001620', '0091017700_27022023001620']
Stack 21 with items: ['0091017700_27022023001620', '0091017700_27022023001620', '0091017700_27022023001620']
Stack 22 with items: ['0091017700_27022023001620', '0091017700_27022023001620', '0091017700_27022023001620']
Stack 23 with items: ['0091017700_27022023001326']
Stack 24 with items: ['0091017700_27022023001238', '0091017700_27022023001238', '0091017700_27022023001238']
Stack 25 with items: ['0091017700_27022023005377', '0091017700_27022023005377', '0091017700_27022023005377']
Stack 26 with items: ['0091017700_27022023005377', '0091017700_27022023005377', '0091017700_27022023005377']
Stack 27 with items: ['0091017700_27022023005377', '0091017700_27022023005377', '0091017700_27022023005377']
Stacks not packed:
Stack 9 missing: ['0091017700_27022023006977', '0091017700_27022023006977', '0091017700_27022023006977']
Stack 15 missing: ['0091017700_27022023004437', '0091017700_27022023004437', '0091017700_27022023004437']
