dataset: A
instance: FL
+-----------+
2D Packing Heuristic in Truck P210070803
Min2DVol: 32.06400000000001 [m2]
Stack 0 with items: ['0090015100_03072022010293', '0090015100_03072022010293']
Stack 1 with items: ['0090015100_03072022010293', '0090015100_03072022010293']
Stack 2 with items: ['0090015100_03072022010293', '0090015100_03072022010293']
Stack 3 with items: ['0090015100_03072022010293', '0090015100_03072022010293']
Stack 4 with items: ['0090015100_03072022010293', '0090015100_03072022010293']
Stack 5 with items: ['0090015100_03072022008840', '0090015100_03072022008840']
Stack 6 with items: ['0090015100_03072022008840', '0090015100_03072022007149']
Stack 7 with items: ['0090015100_03072022007149', '0090015100_03072022007149']
Stack 8 with items: ['0090015100_03072022007149', '0090015100_03072022007099']
Stack 9 with items: ['0090015100_03072022007099', '0090015100_03072022007099']
Stack 10 with items: ['0090015100_03072022005539', '0090015100_03072022005539']
Stack 11 with items: ['0090015100_03072022005539', '0090015100_03072022002657']
Stack 12 with items: ['0090015100_03072022002657', '0090015100_03072022002657']
Stack 13 with items: ['0090015100_03072022002657', '0090015100_03072022002657']
Stack 14 with items: ['0090015100_03072022002657', '0090015100_03072022002657']
Stack 15 with items: ['0090015100_03072022002657', '0090015100_03072022002657']
Heuristic packed all stacks
