dataset: C
instance: DO2
+-----------+
2D Packing Heuristic in Truck P117041103
Min2DVol: 30.0 [m2]
Stack 0 with items: ['0090019100_28022023001833', '0090019100_28022023001833', '0090019100_28022023012679']
Stack 1 with items: ['0090019100_28022023001833', '0090019100_28022023001833', '0090019100_28022023001833']
Stack 2 with items: ['0090019100_28022023001833', '0090019100_28022023001833', '0090019100_28022023001833']
Stack 3 with items: ['0090019100_28022023001833', '0090019100_28022023001833', '0090019100_28022023001833']
Stack 4 with items: ['0090019100_28022023020151', '0090019100_28022023017524']
Stack 5 with items: ['0090019100_28022023014211', '0090019100_28022023005378']
Stack 6 with items: ['0090019100_28022023007984', '0090019100_28022023007984']
Stack 7 with items: ['0090019100_28022023007984', '0090019100_28022023007984']
Stack 8 with items: ['0090019100_28022023007984', '0090019100_28022023007984']
Stack 9 with items: ['0090019100_28022023007984', '0090019100_28022023007984']
Stack 10 with items: ['0090019100_28022023007984', '0090019100_28022023007984']
Stack 11 with items: ['0090019100_28022023007984', '0090019100_28022023007984']
Stack 12 with items: ['0090019100_28022023007984', '0090019100_28022023007984']
Stack 13 with items: ['0090019100_28022023007984', '0090019100_28022023007984']
Stack 14 with items: ['0090019100_28022023007984', '0090019100_28022023007984']
Heuristic packed all stacks
