dataset: X
instance: TA
+-----------+
2D Packing Heuristic in Truck P189382409
Min2DVol: 26.000000000000032 [m2]
Stack 0 with items: ['0090038300_08062023012704', '0090038300_08062023012704', '0090038300_08062023012704']
Stack 1 with items: ['0090038300_08062023012704', '0090038300_08062023012434', '0090038300_08062023012704']
Stack 2 with items: ['0090038300_08062023012354', '0090038300_08062023012354', '0090038300_08062023012354']
Stack 3 with items: ['0090038300_08062023012354', '0090038300_08062023012341', '0090038300_08062023012341']
Stack 4 with items: ['0090038300_08062023012325', '0090038300_08062023011487', '0090038300_08062023012325']
Stack 5 with items: ['0090038300_08062023011487', '0090038300_08062023011449', '0090038300_08062023011487']
Stack 6 with items: ['0090038300_08062023011379', '0090038300_08062023011379', '0090038300_08062023011379']
Stack 7 with items: ['0090038300_08062023011379', '0090038300_08062023011379', '0090038300_08062023011379']
Stack 8 with items: ['0090038300_08062023011222', '0090038300_08062023011162', '0090038300_08062023011000']
Stack 9 with items: ['0090038300_08062023010860', '0090038300_08062023010688', '0090038300_08062023010554']
Stack 10 with items: ['0090038300_08062023010554', '0090038300_08062023010554', '0090038300_08062023010554']
Stack 11 with items: ['0090038300_08062023010554', '0090038300_08062023010406', '0090038300_08062023010554']
Stack 12 with items: ['0090038300_08062023009973', '0090038300_08062023009778', '0090038300_08062023009538']
Stack 13 with items: ['0090038300_08062023009538', '0090038300_08062023009538', '0090038300_08062023009538']
Stack 14 with items: ['0090038300_08062023008960', '0090038300_08062023008960', '0090038300_08062023008960']
Stack 15 with items: ['0090038300_08062023008557', '0090038300_08062023008557', '0090038300_08062023008557']
Stack 16 with items: ['0090038300_08062023008381', '0090038300_08062023008292', '0090038300_08062023008381']
Stack 17 with items: ['0090038300_08062023008292', '0090038300_08062023008292', '0090038300_08062023008292']
Stack 18 with items: ['0090038300_08062023008292', '0090038300_08062023008292', '0090038300_08062023008292']
Stack 19 with items: ['0090038300_08062023008292', '0090038300_08062023008292', '0090038300_08062023008292']
Stack 20 with items: ['0090038300_08062023008292', '0090038300_08062023008292', '0090038300_08062023008292']
Stack 21 with items: ['0090038300_08062023008292', '0090038300_08062023008292', '0090038300_08062023008292']
Stack 22 with items: ['0090038300_08062023008292', '0090038300_08062023008292', '0090038300_08062023008292']
Stack 23 with items: ['0090038300_08062023008292', '0090038300_08062023008292', '0090038300_08062023008292']
Stack 24 with items: ['0090038300_08062023008292', '0090038300_08062023007973', '0090038300_08062023008292']
Stack 25 with items: ['0090038300_08062023007660', '0090038300_08062023007660', '0090038300_08062023007660']
Stack 26 with items: ['0090038300_08062023007570', '0090038300_08062023005945', '0090038300_08062023007570']
Stack 27 with items: ['0090038300_08062023005945', '0090038300_08062023005650', '0090038300_08062023005650']
Stack 28 with items: ['0090038300_08062023004452', '0090038300_08062023004427', '0090038300_08062023004427']
Stack 29 with items: ['0090038300_08062023003575', '0090038300_08062023003575', '0090038300_08062023003575']
Stack 30 with items: ['0090038300_08062023003575', '0090038300_08062023003279', '0090038300_08062023003575']
Stack 31 with items: ['0090038300_08062023003279', '0090038300_08062023003279', '0090038300_08062023003279']
Stack 32 with items: ['0090038300_08062023003238', '0090038300_08062023003238', '0090038300_08062023003238']
Stack 33 with items: ['0090038300_08062023003238', '0090038300_08062023003238', '0090038300_08062023003238']
Stack 34 with items: ['0090038300_08062023003238', '0090038300_08062023003238', '0090038300_08062023003238']
Stack 35 with items: ['0090038300_08062023003238', '0090038300_08062023003238', '0090038300_08062023003238']
Stack 36 with items: ['0090038300_08062023003238', '0090038300_08062023003238', '0090038300_08062023003238']
Stack 37 with items: ['0090038300_08062023003238', '0090038300_08062023003238', '0090038300_08062023003238']
Stack 38 with items: ['0090038300_08062023003238', '0090038300_08062023003238', '0090038300_08062023003238']
Stack 39 with items: ['0090038300_08062023003238', '0090038300_08062023003238', '0090038300_08062023003238']
Stack 40 with items: ['0090038300_08062023003058', '0090038300_08062023002768', '0090038300_08062023003058']
Stack 41 with items: ['0090038300_08062023002603', '0090038300_08062023002567', '0090038300_08062023002567']
Stack 42 with items: ['0090038300_08062023002567', '0090038300_08062023002567', '0090038300_08062023002567']
Stack 43 with items: ['0090038300_08062023002567', '0090038300_08062023002567', '0090038300_08062023002567']
Stack 44 with items: ['0090038300_08062023002567', '0090038300_08062023002567', '0090038300_08062023002567']
Stack 45 with items: ['0090038300_08062023002567', '0090038300_08062023002567', '0090038300_08062023002567']
Stack 46 with items: ['0090038300_08062023002567', '0090038300_08062023002567', '0090038300_08062023002567']
Stack 47 with items: ['0090038300_08062023002567', '0090038300_08062023002567', '0090038300_08062023002567']
Stack 48 with items: ['0090038300_08062023002567', '0090038300_08062023002554', '0090038300_08062023002554']
Stack 49 with items: ['0090038300_08062023002554', '0090038300_08062023002554', '0090038300_08062023002554']
