dataset: C
instance: SA3
+-----------+
2D Packing Heuristic in Truck P103156203
Min2DVol: 31.920000000000005 [m2]
Stack 0 with items: ['0090017100_28022023009705', '0090017100_28022023009705']
Stack 1 with items: ['0090017100_28022023009705', '0090017100_28022023001024']
Stack 2 with items: ['0090017100_28022023001024', '0090017100_28022023001024']
Stack 3 with items: ['0090017100_28022023001024', '0090017100_28022023001024']
Stack 4 with items: ['0090017100_28022023001024', '0090017100_28022023001024']
Stack 5 with items: ['0090017100_28022023001024', '0090017100_28022023001024']
Stack 6 with items: ['0090017100_28022023000239', '0090017100_28022023000239']
Stack 7 with items: ['0090017100_28022023000239', '0090017100_28022023000239']
Stack 8 with items: ['0090017100_28022023000239', '0090017100_28022023000239']
Stack 9 with items: ['0090017100_28022023000239', '0090017100_28022023000239']
Stack 10 with items: ['0090017100_28022023000239', '0090017100_28022023000239']
Stack 11 with items: ['0090017100_28022023000239', '0090017100_28022023000239']
Stack 12 with items: ['0090017100_28022023000239', '0090017100_28022023000239']
Stack 13 with items: ['0090017100_28022023000239', '0090017100_28022023000239']
Heuristic packed all stacks
