dataset: X
instance: AS5
+-----------+
2D Packing Heuristic in Truck P172752701
Min2DVol: 40.20000000000005 [m2]
Stack 0 with items: ['0090018000_14062023012939', '0090018000_14062023000245', '0090018000_14062023003823', '0090018000_14062023000116']
Stack 1 with items: ['0090018000_14062023014806', '0090018000_14062023009976', '0090018000_14062023010470', '0090018000_14062023014541', '0090018000_14062023014781', '0090018000_14062023005478']
Stack 2 with items: ['0090018000_14062023014730', '0090018000_14062023006186', '0090018000_14062023008865', '0090018000_14062023005886']
Stack 3 with items: ['0090018000_14062023000845', '0090018000_14062023006896', '0090018000_14062023006896', '0090018000_14062023009431']
Stack 4 with items: ['0090018000_14062023002000', '0090018000_14062023000028', '0090018000_14062023000028', '0090018000_14062023013173']
Stack 5 with items: ['0090018000_14062023007396']
Stack 6 with items: ['0090018000_14062023010298', '0090018000_14062023008264', '0090018000_14062023008264']
Stack 7 with items: ['0090018000_14062023014845', '0090018000_14062023014845', '0090018000_14062023014845']
Stack 8 with items: ['0090018000_14062023014845', '0090018000_14062023014845', '0090018000_14062023014845']
Stack 9 with items: ['0090018000_14062023014845', '0090018000_14062023014845', '0090018000_14062023014845']
Stack 10 with items: ['0090018000_14062023014845', '0090018000_14062023014845', '0090018000_14062023014845']
Stack 11 with items: ['0090018000_14062023014845', '0090018000_14062023014845', '0090018000_14062023014845']
Stack 12 with items: ['0090018000_14062023014845', '0090018000_14062023014845', '0090018000_14062023014845']
Stack 13 with items: ['0090018000_14062023014845', '0090018000_14062023014565', '0090018000_14062023014565']
Stack 14 with items: ['0090018000_14062023014565', '0090018000_14062023014565', '0090018000_14062023014565']
Stack 15 with items: ['0090018000_14062023014565', '0090018000_14062023014565', '0090018000_14062023014565']
Stack 16 with items: ['0090018000_14062023014565', '0090018000_14062023014565', '0090018000_14062023014565']
Stack 17 with items: ['0090018000_14062023014565', '0090018000_14062023014565', '0090018000_14062023014565']
Stack 18 with items: ['0090018000_14062023014565', '0090018000_14062023014537', '0090018000_14062023014537']
Stack 19 with items: ['0090018000_14062023014537', '0090018000_14062023014537', '0090018000_14062023014537']
Stack 20 with items: ['0090018000_14062023014537', '0090018000_14062023014537', '0090018000_14062023014537']
Stack 21 with items: ['0090018000_14062023014537', '0090018000_14062023014537', '0090018000_14062023014537']
Stack 22 with items: ['0090018000_14062023014537', '0090018000_14062023014537', '0090018000_14062023014537']
Stack 23 with items: ['0090018000_14062023014537', '0090018000_14062023014537', '0090018000_14062023014537']
Stack 24 with items: ['0090018000_14062023014537', '0090018000_14062023014156', '0090018000_14062023014537']
Stack 25 with items: ['0090018000_14062023013014', '0090018000_14062023013014', '0090018000_14062023013014']
Stack 26 with items: ['0090018000_14062023013014', '0090018000_14062023012859', '0090018000_14062023011738']
Stack 27 with items: ['0090018000_14062023011505', '0090018000_14062023011505', '0090018000_14062023011505']
Stack 28 with items: ['0090018000_14062023011505', '0090018000_14062023011505', '0090018000_14062023011505']
Stack 29 with items: ['0090018000_14062023011505', '0090018000_14062023011105', '0090018000_14062023011505']
Stack 30 with items: ['0090018000_14062023010462', '0090018000_14062023010462', '0090018000_14062023010462']
Stack 31 with items: ['0090018000_14062023010462', '0090018000_14062023010388', '0090018000_14062023010462']
Stack 32 with items: ['0090018000_14062023010104', '0090018000_14062023010104', '0090018000_14062023010104']
Stack 33 with items: ['0090018000_14062023010104', '0090018000_14062023008387', '0090018000_14062023008387']
Stack 34 with items: ['0090018000_14062023008343', '0090018000_14062023007960', '0090018000_14062023007960']
