dataset: X
instance: BY3
+-----------+
2D Packing Heuristic in Truck P186066307
Min2DVol: 29.467260000000003 [m2]
Stack 0 with items: ['0090016900_08062023043506', '0090016900_08062023032407', '0090016900_08062023033405', '0090016900_08062023023689']
Stack 1 with items: ['0090016900_08062023003669', '0090016900_08062023040493']
Stack 2 with items: ['0090016900_08062023045202', '0090016900_08062023043278']
Stack 3 with items: ['0090016900_08062023043278', '0090016900_08062023043278']
Stack 4 with items: ['0090016900_08062023043278', '0090016900_08062023043278']
Stack 5 with items: ['0090016900_08062023043278', '0090016900_08062023043278']
Stack 6 with items: ['0090016900_08062023043278', '0090016900_08062023043278']
Stack 7 with items: ['0090016900_08062023043278', '0090016900_08062023043278']
Stack 8 with items: ['0090016900_08062023038302', '0090016900_08062023028071']
Stack 9 with items: ['0090016900_08062023028071', '0090016900_08062023028071']
Stack 10 with items: ['0090016900_08062023027020', '0090016900_08062023014763']
Stack 11 with items: ['0090016900_08062023014763', '0090016900_08062023014763']
Stack 12 with items: ['0090016900_08062023014763', '0090016900_08062023014763']
Stack 13 with items: ['0090016900_08062023005587', '0090016900_08062023005587']
Stack 14 with items: ['0090016900_08062023027772', '0090016900_08062023009386']
Heuristic packed all stacks
