dataset: X
instance: SA6
+-----------+
2D Packing Heuristic in Truck P235056111
Min2DVol: 31.272239999999986 [m2]
Stack 0 with items: ['0090017100_14062023014872', '0090017100_14062023001174']
Stack 1 with items: ['0090017100_14062023027467', '0090017100_14062023027467']
Stack 2 with items: ['0090017100_14062023017014', '0090017100_14062023015127']
Stack 3 with items: ['0090017100_14062023004594', '0090017100_14062023004922']
Stack 4 with items: ['0090017100_14062023026692', '0090017100_14062023026692', '0090017100_14062023026692']
Stack 5 with items: ['0090017100_14062023026692', '0090017100_14062023026692', '0090017100_14062023026692']
Stack 6 with items: ['0090017100_14062023026692', '0090017100_14062023026692', '0090017100_14062023026692']
Stack 7 with items: ['0090017100_14062023026692', '0090017100_14062023026692', '0090017100_14062023026692']
Stack 8 with items: ['0090017100_14062023026692', '0090017100_14062023026692', '0090017100_14062023026692']
Stack 9 with items: ['0090017100_14062023026692', '0090017100_14062023026692', '0090017100_14062023026692']
Stack 10 with items: ['0090017100_14062023020467', '0090017100_14062023020467', '0090017100_14062023020467']
Stack 11 with items: ['0090017100_14062023020467', '0090017100_14062023020467', '0090017100_14062023020467']
Stack 12 with items: ['0090017100_14062023020467', '0090017100_14062023020467', '0090017100_14062023020467']
Stack 13 with items: ['0090017100_14062023011484', '0090017100_14062023011484', '0090017100_14062023011484']
Stack 14 with items: ['0090017100_14062023011484', '0090017100_14062023011484', '0090017100_14062023011484']
Stack 15 with items: ['0090017100_14062023011484', '0090017100_14062023011484', '0090017100_14062023011484']
Stack 16 with items: ['0090017100_14062023011484', '0090017100_14062023011484', '0090017100_14062023011484']
Stack 17 with items: ['0090017100_14062023011484', '0090017100_14062023011484', '0090017100_14062023011484']
Stack 18 with items: ['0090017100_14062023011484', '0090017100_14062023011484', '0090017100_14062023011484']
Stack 19 with items: ['0090017100_14062023011484', '0090017100_14062023011484', '0090017100_14062023011484']
Stack 20 with items: ['0090017100_14062023011484', '0090017100_14062023011484', '0090017100_14062023011484']
Stack 21 with items: ['0090017100_14062023011484', '0090017100_14062023011484', '0090017100_14062023011484']
Stack 22 with items: ['0090017100_14062023006377', '0090017100_14062023006377', '0090017100_14062023006377']
Stack 23 with items: ['0090017100_14062023006377', '0090017100_14062023006377', '0090017100_14062023006377']
Stack 24 with items: ['0090017100_14062023006377', '0090017100_14062023006377', '0090017100_14062023006377']
Stack 25 with items: ['0090017100_14062023006377', '0090017100_14062023006377', '0090017100_14062023006377']
Heuristic packed all stacks
