dataset: A
instance: MA
+-----------+
2D Packing Heuristic in Truck P237221507
Min2DVol: 32.16127500000002 [m2]
Stack 0 with items: ['0090016200_03072022015812', '0090016200_03072022015305', '0090016200_03072022015305']
Stack 1 with items: ['0090016200_03072022015305', '0090016200_03072022011779', '0090016200_03072022012922', '0090016200_03072022013272', '0090016200_03072022005070']
Stack 2 with items: ['0090016200_03072022011810', '0090016200_03072022011810', '0090016200_03072022011810']
Stack 3 with items: ['0090016200_03072022011700', '0090016200_03072022011700', '0090016200_03072022011700']
Stack 4 with items: ['0090016200_03072022011700', '0090016200_03072022011700', '0090016200_03072022011700']
Stack 5 with items: ['0090016200_03072022009435', '0090016200_03072022009252', '0090016200_03072022009252', '0090016200_03072022007769']
Stack 6 with items: ['0090016200_03072022006774', '0090016200_03072022006774', '0090016200_03072022006774']
Stack 7 with items: ['0090016200_03072022005604', '0090016200_03072022005604', '0090016200_03072022005604']
Stack 8 with items: ['0090016200_03072022002003', '0090016200_03072022001920', '0090016200_03072022001920']
Stack 9 with items: ['0090016200_03072022001920', '0090016200_03072022001920', '0090016200_03072022001920']
Stack 10 with items: ['0090016200_03072022001920', '0090016200_03072022001018', '0090016200_03072022000909']
Stack 11 with items: ['0090016200_03072022016250', '0090016200_03072022010959']
Stack 12 with items: ['0090016200_03072022010959', '0090016200_03072022010959']
Stack 13 with items: ['0090016200_03072022010959', '0090016200_03072022011474']
Stack 14 with items: ['0090016200_03072022004512', '0090016200_03072022004512']
Stack 15 with items: ['0090016200_03072022015587', '0090016200_03072022015587']
Stack 16 with items: ['0090016200_03072022010560', '0090016200_03072022001200']
Stack 17 with items: ['0090016200_03072022010959', '0090016200_03072022010959']
Stack 18 with items: ['0090016200_03072022010959', '0090016200_03072022010959']
Stack 19 with items: ['0090016200_03072022004512', '0090016200_03072022010959']
Stack 20 with items: ['0090016200_03072022001200', '0090016200_03072022001200']
Stack 21 with items: ['0090016200_03072022001200', '0090016200_03072022001200']
Stack 22 with items: ['0090016200_03072022004512', '0090016200_03072022001200']
Stack 23 with items: ['0090016200_03072022016489', '0090016200_03072022016489']
Stack 24 with items: ['0090016200_03072022016489', '0090016200_03072022016489']
Stack 25 with items: ['0090016200_03072022004542', '0090016200_03072022004542']
Stack 26 with items: ['0090016200_03072022004542', '0090016200_03072022004542']
Stack 27 with items: ['0090016200_03072022004542', '0090016200_03072022004542']
Stack 28 with items: ['0090016200_03072022004542', '0090016200_03072022004542']
Stack 29 with items: ['0090016200_03072022007355', '0090016200_03072022007355']
Stack 30 with items: ['0090016200_03072022016489', '0090016200_03072022016489']
Stack 31 with items: ['0090016200_03072022002029', '0090016200_03072022004542']
Stack 32 with items: ['0090016200_03072022004542', '0090016200_03072022004542']
Stack 33 with items: ['0090016200_03072022004542', '0090016200_03072022004542']
Stack 34 with items: ['0090016200_03072022016489', '0090016200_03072022016489']
Stack 35 with items: ['0090016200_03072022016489', '0090016200_03072022004542']
