dataset: X
instance: AS7
+-----------+
2D Packing Heuristic in Truck P170730405
Min2DVol: 34.800000000000004 [m2]
Stack 0 with items: ['0090018000_14062023003400']
Stack 1 with items: ['0090018000_14062023003492', '0090018000_14062023003492', '0090018000_14062023003492']
Stack 2 with items: ['0090018000_14062023003438', '0090018000_14062023003438', '0090018000_14062023003438']
Stack 3 with items: ['0090018000_14062023003438', '0090018000_14062023003492', '0090018000_14062023003492']
Stack 4 with items: ['0090018000_14062023003438', '0090018000_14062023011494', '0090018000_14062023011494']
Stack 5 with items: ['0090018000_14062023003438', '0090018000_14062023011494', '0090018000_14062023011494']
Stack 6 with items: ['0090018000_14062023011494', '0090018000_14062023003438', '0090018000_14062023003438']
Stack 7 with items: ['0090018000_14062023011494', '0090018000_14062023011494', '0090018000_14062023011494']
Stack 8 with items: ['0090018000_14062023003492', '0090018000_14062023003492', '0090018000_14062023003492']
Stack 9 with items: ['0090018000_14062023003438', '0090018000_14062023003438', '0090018000_14062023011494']
Stack 10 with items: ['0090018000_14062023011494', '0090018000_14062023011494', '0090018000_14062023011494']
Stack 11 with items: ['0090018000_14062023003438', '0090018000_14062023003438']
Stack 12 with items: ['0090018000_14062023014407', '0090018000_14062023013417', '0090018000_14062023013417']
Stack 13 with items: ['0090018000_14062023013417', '0090018000_14062023013417', '0090018000_14062023013417']
Stack 14 with items: ['0090018000_14062023013417', '0090018000_14062023013417', '0090018000_14062023013417']
Stack 15 with items: ['0090018000_14062023013417', '0090018000_14062023013417', '0090018000_14062023013417']
Stack 16 with items: ['0090018000_14062023013040', '0090018000_14062023013040', '0090018000_14062023013040']
Stack 17 with items: ['0090018000_14062023013040', '0090018000_14062023013040', '0090018000_14062023013040']
Stack 18 with items: ['0090018000_14062023013040', '0090018000_14062023013040', '0090018000_14062023013040']
Stack 19 with items: ['0090018000_14062023013040', '0090018000_14062023012991', '0090018000_14062023013040']
Stack 20 with items: ['0090018000_14062023012991', '0090018000_14062023012991', '0090018000_14062023012991']
Stack 21 with items: ['0090018000_14062023012991', '0090018000_14062023004966', '0090018000_14062023012991']
Stack 22 with items: ['0090018000_14062023004966', '0090018000_14062023004966', '0090018000_14062023004966']
Heuristic packed all stacks
