dataset: C
instance: SA3
+-----------+
2D Packing Heuristic in Truck P090052401
Min2DVol: 30.720000000000002 [m2]
Stack 0 with items: ['0090017100_28022023011614', '0090017100_28022023011614', '0090017100_28022023011614']
Stack 1 with items: ['0090017100_28022023001313', '0090017100_28022023025664', '0090017100_28022023025664']
Stack 2 with items: ['0090017100_28022023001313', '0090017100_28022023025664', '0090017100_28022023025664']
Stack 3 with items: ['0090017100_28022023025664', '0090017100_28022023025664', '0090017100_28022023025664']
Stack 4 with items: ['0090017100_28022023029013', '0090017100_28022023025978']
Stack 5 with items: ['0090017100_28022023025978', '0090017100_28022023025978']
Stack 6 with items: ['0090017100_28022023025978', '0090017100_28022023025978']
Stack 7 with items: ['0090017100_28022023025255', '0090017100_28022023019091']
Stack 8 with items: ['0090017100_28022023019091', '0090017100_28022023019091']
Stack 9 with items: ['0090017100_28022023019091', '0090017100_28022023019091']
Stack 10 with items: ['0090017100_28022023014780', '0090017100_28022023014780']
Stack 11 with items: ['0090017100_28022023013536', '0090017100_28022023013536']
Stack 12 with items: ['0090017100_28022023013536', '0090017100_28022023013536']
Stack 13 with items: ['0090017100_28022023013536', '0090017100_28022023013536']
Stack 14 with items: ['0090017100_28022023013536', '0090017100_28022023013536']
Stack 15 with items: ['0090017100_28022023013536', '0090017100_28022023013536']
Heuristic packed all stacks
