dataset: C
instance: BY
+-----------+
2D Packing Heuristic in Truck P082215307
Min2DVol: 23.999999999999993 [m2]
Stack 0 with items: ['0090016900_27022023045615', '0090016900_27022023045615', '0090016900_27022023045615']
Stack 1 with items: ['0090016900_27022023045615', '0090016900_27022023045615', '0090016900_27022023045615']
Stack 2 with items: ['0090016900_27022023045615', '0090016900_27022023045615', '0090016900_27022023045615']
Stack 3 with items: ['0090016900_27022023045615', '0090016900_27022023045615', '0090016900_27022023045615']
Stack 4 with items: ['0090016900_27022023045615', '0090016900_27022023045615', '0090016900_27022023045615']
Stack 5 with items: ['0090016900_27022023045615', '0090016900_27022023045615', '0090016900_27022023045615']
Stack 6 with items: ['0090016900_27022023045615', '0090016900_27022023045615', '0090016900_27022023045615']
Stack 7 with items: ['0090016900_27022023045615', '0090016900_27022023045615', '0090016900_27022023045615']
Stack 8 with items: ['0090016900_27022023045615', '0090016900_27022023045615', '0090016900_27022023045615']
Stack 9 with items: ['0090016900_27022023045615', '0090016900_27022023045615', '0090016900_27022023045615']
Stack 10 with items: ['0090016900_27022023045615', '0090016900_27022023045615', '0090016900_27022023045615']
Stack 11 with items: ['0090016900_27022023045615', '0090016900_27022023045615', '0090016900_27022023045615']
Stack 12 with items: ['0090016900_27022023045615', '0090016900_27022023045615', '0090016900_27022023045615']
Stack 13 with items: ['0090016900_27022023045615', '0090016900_27022023045615', '0090016900_27022023045615']
Stack 14 with items: ['0090016900_27022023045615', '0090016900_27022023045615', '0090016900_27022023045615']
Stack 15 with items: ['0090016900_27022023011955', '0090016900_27022023011955', '0090016900_27022023011955']
Stack 16 with items: ['0090016900_27022023007606', '0090016900_27022023007606', '0090016900_27022023007606']
Stack 17 with items: ['0090016900_27022023007606', '0090016900_27022023007606', '0090016900_27022023007606']
Stack 18 with items: ['0090016900_27022023007606', '0090016900_27022023007606', '0090016900_27022023007606']
Stack 19 with items: ['0090016900_27022023007606', '0090016900_27022023006306', '0090016900_27022023007606']
Heuristic packed all stacks
