dataset: C
instance: FC2
+-----------+
2D Packing Heuristic in Truck P103354601
Min2DVol: 27.59999999999999 [m2]
Stack 0 with items: ['0091017600_28022023000983', '0091017600_28022023000983']
Stack 1 with items: ['0091017600_28022023000983', '0091017600_28022023000983', '0091017600_28022023000983']
Stack 2 with items: ['0091017600_28022023000983', '0091017600_28022023000983', '0091017600_28022023000983']
Stack 3 with items: ['0091017600_28022023000983', '0091017600_28022023000983', '0091017600_28022023000983']
Stack 4 with items: ['0091017600_28022023000983', '0091017600_28022023000983', '0091017600_28022023000983']
Stack 5 with items: ['0091017600_28022023000983', '0091017600_28022023000983', '0091017600_28022023000983']
Stack 6 with items: ['0091017600_28022023000983', '0091017600_28022023000983', '0091017600_28022023000983']
Stack 7 with items: ['0091017600_28022023000983', '0091017600_28022023000983', '0091017600_28022023000983']
Stack 8 with items: ['0091017600_28022023000983', '0091017600_28022023000983', '0091017600_28022023000983']
Stack 9 with items: ['0091017600_28022023000983', '0091017600_28022023000983', '0091017600_28022023000983']
Stack 10 with items: ['0091017600_28022023000983', '0091017600_28022023000983', '0091017600_28022023000983']
Stack 11 with items: ['0091017600_28022023000983', '0091017600_28022023000983', '0091017600_28022023000983']
Stack 12 with items: ['0091017600_28022023000983', '0091017600_28022023000983', '0091017600_28022023000983']
Stack 13 with items: ['0091017600_28022023000983', '0091017600_28022023000983', '0091017600_28022023000983']
Stack 14 with items: ['0091017600_28022023000983', '0091017600_28022023000983', '0091017600_28022023000983']
Stack 15 with items: ['0091017600_28022023000983', '0091017600_28022023000983', '0091017600_28022023000983']
Stack 16 with items: ['0091017600_28022023000983', '0091017600_28022023000983', '0091017600_28022023000983']
Stack 17 with items: ['0091017600_28022023000983', '0091017600_28022023000983', '0091017600_28022023000983']
Stack 18 with items: ['0091017600_28022023000983', '0091017600_28022023000983', '0091017600_28022023000983']
Stack 19 with items: ['0091017600_28022023000983', '0091017600_28022023000983', '0091017600_28022023000983']
Stack 20 with items: ['0091017600_28022023000983', '0091017600_28022023000983', '0091017600_28022023000983']
Stack 21 with items: ['0091017600_28022023000983', '0091017600_28022023000983', '0091017600_28022023000983']
Stack 22 with items: ['0091017600_28022023000983', '0091017600_28022023000983', '0091017600_28022023000983']
Heuristic packed all stacks
