dataset: A
instance: SA2
+-----------+
2D Packing Heuristic in Truck P209154907
Min2DVol: 20.39999999999999 [m2]
Stack 0 with items: ['0090017100_03072022016839', '0090017100_03072022016839', '0090017100_03072022016839']
Stack 1 with items: ['0090017100_03072022016839', '0090017100_03072022016839', '0090017100_03072022016839']
Stack 2 with items: ['0090017100_03072022016839', '0090017100_03072022016839', '0090017100_03072022016839']
Stack 3 with items: ['0090017100_03072022016839', '0090017100_03072022016839', '0090017100_03072022016839']
Stack 4 with items: ['0090017100_03072022016839', '0090017100_03072022016839', '0090017100_03072022016839']
Stack 5 with items: ['0090017100_03072022016839', '0090017100_03072022016839', '0090017100_03072022016839']
Stack 6 with items: ['0090017100_03072022016839', '0090017100_03072022016839', '0090017100_03072022016839']
Stack 7 with items: ['0090017100_03072022016839', '0090017100_03072022016839', '0090017100_03072022016839']
Stack 8 with items: ['0090017100_03072022016839', '0090017100_03072022016839', '0090017100_03072022016839']
Stack 9 with items: ['0090017100_03072022016839', '0090017100_03072022016839', '0090017100_03072022016839']
Stack 10 with items: ['0090017100_03072022016839', '0090017100_03072022016839', '0090017100_03072022016839']
Stack 11 with items: ['0090017100_03072022016839', '0090017100_03072022016839', '0090017100_03072022016839']
Stack 12 with items: ['0090017100_03072022010387', '0090017100_03072022010387', '0090017100_03072022010387']
Stack 13 with items: ['0090017100_03072022010387', '0090017100_03072022010387', '0090017100_03072022010387']
Stack 14 with items: ['0090017100_03072022010387', '0090017100_03072022010387', '0090017100_03072022010387']
Stack 15 with items: ['0090017100_03072022010387', '0090017100_03072022010387', '0090017100_03072022010387']
Stack 16 with items: ['0090017100_03072022010387', '0090017100_03072022010387', '0090017100_03072022010387']
Heuristic packed all stacks
