dataset: C
instance: TR
+-----------+
2D Packing Heuristic in Truck P076276203
Min2DVol: 28.79999999999999 [m2]
Stack 0 with items: ['0090017000_27022023020474', '0090017000_27022023020474']
Stack 1 with items: ['0090017000_27022023020474', '0090017000_27022023020474']
Stack 2 with items: ['0090017000_27022023020474', '0090017000_27022023020474']
Stack 3 with items: ['0090017000_27022023020474', '0090017000_27022023020474']
Stack 4 with items: ['0090017000_27022023020474', '0090017000_27022023020474']
Stack 5 with items: ['0090017000_27022023020474', '0090017000_27022023020474']
Stack 6 with items: ['0090017000_27022023020474', '0090017000_27022023020474']
Stack 7 with items: ['0090017000_27022023020474', '0090017000_27022023020474']
Stack 8 with items: ['0090017000_27022023020474', '0090017000_27022023020474']
Stack 9 with items: ['0090017000_27022023020474', '0090017000_27022023020474']
Stack 10 with items: ['0090017000_27022023020474', '0090017000_27022023020474']
Stack 11 with items: ['0090017000_27022023020474', '0090017000_27022023020474']
Stack 12 with items: ['0090017000_27022023020474', '0090017000_27022023020474']
Stack 13 with items: ['0090017000_27022023020474', '0090017000_27022023020474']
Stack 14 with items: ['0090017000_27022023020474', '0090017000_27022023009405']
Stack 15 with items: ['0090017000_27022023009405', '0090017000_27022023009405']
Stack 16 with items: ['0090017000_27022023009405', '0090017000_27022023009405']
Stack 17 with items: ['0090017000_27022023009405', '0090017000_27022023009405']
Stack 18 with items: ['0090017000_27022023009405', '0090017000_27022023009405']
Stack 19 with items: ['0090017000_27022023009405', '0090017000_27022023009405']
Stack 20 with items: ['0090017000_27022023009405', '0090017000_27022023009405']
Stack 21 with items: ['0090017000_27022023009405', '0090017000_27022023009405']
Stack 22 with items: ['0090017000_27022023009405', '0090017000_27022023007994']
Stack 23 with items: ['0090017000_27022023007994', '0090017000_27022023007994']
Heuristic packed all stacks
