dataset: X
instance: MA6
+-----------+
2D Packing Heuristic in Truck P185221501
Min2DVol: 31.654037999999986 [m2]
Stack 0 with items: ['0090016200_14062023035400', '0090016200_14062023032635']
Stack 1 with items: ['0090016200_14062023031849', '0090016200_14062023031849']
Stack 2 with items: ['0090016200_14062023031849', '0090016200_14062023031849']
Stack 3 with items: ['0090016200_14062023031849', '0090016200_14062023031849']
Stack 4 with items: ['0090016200_14062023031849', '0090016200_14062023031849']
Stack 5 with items: ['0090016200_14062023031849', '0090016200_14062023031849']
Stack 6 with items: ['0090016200_14062023031849', '0090016200_14062023031849']
Stack 7 with items: ['0090016200_14062023031849', '0090016200_14062023031849']
Stack 8 with items: ['0090016200_14062023031849', '0090016200_14062023031849']
Stack 9 with items: ['0090016200_14062023028119', '0090016200_14062023028119']
Stack 10 with items: ['0090016200_14062023028119', '0090016200_14062023026648']
Stack 11 with items: ['0090016200_14062023026496', '0090016200_14062023023244']
Stack 12 with items: ['0090016200_14062023022058', '0090016200_14062023014066']
Stack 13 with items: ['0090016200_14062023012327', '0090016200_14062023012327']
Stack 14 with items: ['0090016200_14062023012327', '0090016200_14062023012327']
Stack 15 with items: ['0090016200_14062023012327', '0090016200_14062023012327']
Stack 16 with items: ['0090016200_14062023012327', '0090016200_14062023012327']
Stack 17 with items: ['0090016200_14062023012327', '0090016200_14062023012327']
Stack 18 with items: ['0090016200_14062023012327', '0090016200_14062023012327']
Stack 19 with items: ['0090016200_14062023005121', '0090016200_14062023003879']
Stack 20 with items: ['0090016200_14062023003879', '0090016200_14062023003879']
Stack 21 with items: ['0090016200_14062023003879', '0090016200_14062023003879']
Stack 22 with items: ['0090016200_14062023003879', '0090016200_14062023003879']
Stack 23 with items: ['0090016200_14062023003879', '0090016200_14062023003879']
Stack 24 with items: ['0090016200_14062023003879', '0090016200_14062023002680']
Stack 25 with items: ['0090016200_14062023001704', '0090016200_14062023001704']
Heuristic packed all stacks
