dataset: X
instance: AS
+-----------+
2D Packing Heuristic in Truck P213702901
Min2DVol: 32.39999999999999 [m2]
Stack 0 with items: ['0090018000_08062023014462', '0090018000_08062023014462', '0090018000_08062023014462']
Stack 1 with items: ['0090018000_08062023014462', '0090018000_08062023012395', '0090018000_08062023014462']
Stack 2 with items: ['0090018000_08062023012395', '0090018000_08062023012395', '0090018000_08062023012395']
Stack 3 with items: ['0090018000_08062023012395', '0090018000_08062023012395', '0090018000_08062023012395']
Stack 4 with items: ['0090018000_08062023012395', '0090018000_08062023012395', '0090018000_08062023012395']
Stack 5 with items: ['0090018000_08062023012395', '0090018000_08062023012395', '0090018000_08062023012395']
Stack 6 with items: ['0090018000_08062023012395', '0090018000_08062023012395', '0090018000_08062023012395']
Stack 7 with items: ['0090018000_08062023011837', '0090018000_08062023011837', '0090018000_08062023011837']
Stack 8 with items: ['0090018000_08062023011837', '0090018000_08062023011837', '0090018000_08062023011837']
Stack 9 with items: ['0090018000_08062023006566', '0090018000_08062023006566', '0090018000_08062023006566']
Stack 10 with items: ['0090018000_08062023006566', '0090018000_08062023006566', '0090018000_08062023006566']
Stack 11 with items: ['0090018000_08062023006566', '0090018000_08062023006566', '0090018000_08062023006566']
Stack 12 with items: ['0090018000_08062023006093', '0090018000_08062023006093', '0090018000_08062023006093']
Stack 13 with items: ['0090018000_08062023006093', '0090018000_08062023006093', '0090018000_08062023006093']
Stack 14 with items: ['0090018000_08062023006093', '0090018000_08062023005631', '0090018000_08062023006093']
Stack 15 with items: ['0090018000_08062023005631', '0090018000_08062023005631', '0090018000_08062023005631']
Stack 16 with items: ['0090018000_08062023005631', '0090018000_08062023005631', '0090018000_08062023005631']
Stack 17 with items: ['0090018000_08062023005631', '0090018000_08062023005631', '0090018000_08062023005631']
Stack 18 with items: ['0090018000_08062023003098', '0090018000_08062023003098', '0090018000_08062023003098']
Stack 19 with items: ['0090018000_08062023003098', '0090018000_08062023003098', '0090018000_08062023003098']
Stack 20 with items: ['0090018000_08062023003098', '0090018000_08062023003098', '0090018000_08062023003098']
Stack 21 with items: ['0090018000_08062023003098', '0090018000_08062023002137', '0090018000_08062023002137']
Stack 22 with items: ['0090018000_08062023002137', '0090018000_08062023002137', '0090018000_08062023002137']
Stack 23 with items: ['0090018000_08062023002137', '0090018000_08062023002137', '0090018000_08062023002137']
Stack 24 with items: ['0090018000_08062023002137', '0090018000_08062023002137', '0090018000_08062023002137']
Stack 25 with items: ['0090018000_08062023002137', '0090018000_08062023002137', '0090018000_08062023002137']
Stack 26 with items: ['0090018000_08062023002137', '0090018000_08062023002137']
Heuristic packed all stacks
