dataset: B
instance: SA2
+-----------+
2D Packing Heuristic in Truck P322234401
Min2DVol: 26.40000000000002 [m2]
Stack 0 with items: ['0090017100_26102022015348', '0090017100_26102022015348', '0090017100_26102022015348']
Stack 1 with items: ['0090017100_26102022015348', '0090017100_26102022015348', '0090017100_26102022015348']
Stack 2 with items: ['0090017100_26102022015348', '0090017100_26102022015348', '0090017100_26102022015348']
Stack 3 with items: ['0090017100_26102022015348', '0090017100_26102022015348', '0090017100_26102022015348']
Stack 4 with items: ['0090017100_26102022015348', '0090017100_26102022015348', '0090017100_26102022015348']
Stack 5 with items: ['0090017100_26102022015348', '0090017100_26102022012364', '0090017100_26102022015348']
Stack 6 with items: ['0090017100_26102022012364', '0090017100_26102022012364', '0090017100_26102022012364']
Stack 7 with items: ['0090017100_26102022011324', '0090017100_26102022011324', '0090017100_26102022011324']
Stack 8 with items: ['0090017100_26102022011324', '0090017100_26102022011324', '0090017100_26102022011324']
Stack 9 with items: ['0090017100_26102022011324', '0090017100_26102022011324', '0090017100_26102022011324']
Stack 10 with items: ['0090017100_26102022011324', '0090017100_26102022011324', '0090017100_26102022011324']
Stack 11 with items: ['0090017100_26102022011324', '0090017100_26102022011324', '0090017100_26102022011324']
Stack 12 with items: ['0090017100_26102022011324', '0090017100_26102022011324', '0090017100_26102022011324']
Stack 13 with items: ['0090017100_26102022011324', '0090017100_26102022008512', '0090017100_26102022008512']
Stack 14 with items: ['0090017100_26102022008512', '0090017100_26102022008512', '0090017100_26102022008512']
Stack 15 with items: ['0090017100_26102022008512', '0090017100_26102022008512', '0090017100_26102022008512']
Stack 16 with items: ['0090017100_26102022008512', '0090017100_26102022008512', '0090017100_26102022008512']
Stack 17 with items: ['0090017100_26102022008512', '0090017100_26102022008512', '0090017100_26102022008512']
Stack 18 with items: ['0090017100_26102022008512', '0090017100_26102022008512', '0090017100_26102022008512']
Stack 19 with items: ['0090017100_26102022008512', '0090017100_26102022008512', '0090017100_26102022008512']
Stack 20 with items: ['0090017100_26102022008512', '0090017100_26102022008512', '0090017100_26102022008512']
Stack 21 with items: ['0090017100_26102022008512', '0090017100_26102022008512', '0090017100_26102022008512']
Stack 22 with items: ['0090017100_26102022008512', '0090017100_26102022008512', '0090017100_26102022008512']
Stack 23 with items: ['0090017100_26102022008512', '0090017100_26102022008512', '0090017100_26102022008512']
Stack 24 with items: ['0090017100_26102022008512', '0090017100_26102022008512', '0090017100_26102022008512']
Stack 25 with items: ['0090017100_26102022008512', '0090017100_26102022008512', '0090017100_26102022008512']
Stack 26 with items: ['0090017100_26102022008512', '0090017100_26102022008512', '0090017100_26102022008512']
Stack 27 with items: ['0090017100_26102022008512', '0090017100_26102022008512', '0090017100_26102022008512']
Stack 28 with items: ['0090017100_26102022008512', '0090017100_26102022008512', '0090017100_26102022008512']
Stack 29 with items: ['0090017100_26102022008512', '0090017100_26102022008512', '0090017100_26102022008512']
Stack 30 with items: ['0090017100_26102022008512', '0090017100_26102022008512', '0090017100_26102022008512']
Stack 31 with items: ['0090017100_26102022008512', '0090017100_26102022008512', '0090017100_26102022008512']
Stack 32 with items: ['0090017100_26102022008512', '0090017100_26102022007395', '0090017100_26102022008512']
Stack 33 with items: ['0090017100_26102022007395', '0090017100_26102022007395', '0090017100_26102022007395']
