dataset: B
instance: DO
+-----------+
2D Packing Heuristic in Truck P318043003
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0090019100_26102022010918', '0090019100_26102022010918', '0090019100_26102022010918']
Stack 1 with items: ['0090019100_26102022006657', '0090019100_26102022006657', '0090019100_26102022006657']
Stack 2 with items: ['0090019100_26102022006657', '0090019100_26102022006657', '0090019100_26102022006657']
Stack 3 with items: ['0090019100_26102022006657', '0090019100_26102022006657', '0090019100_26102022006657']
Stack 4 with items: ['0090019100_26102022006657', '0090019100_26102022003193', '0090019100_26102022003193']
Stack 5 with items: ['0090019100_26102022003193', '0090019100_26102022003193', '0090019100_26102022003193']
Stack 6 with items: ['0090019100_26102022003193', '0090019100_26102022003193', '0090019100_26102022003193']
Stack 7 with items: ['0090019100_26102022003193', '0090019100_26102022003193', '0090019100_26102022003193']
Stack 8 with items: ['0090019100_26102022003193', '0090019100_26102022002743', '0090019100_26102022003193']
Stack 9 with items: ['0090019100_26102022002743', '0090019100_26102022000500', '0090019100_26102022000500']
Stack 10 with items: ['0090019100_26102022000500', '0090019100_26102022000500', '0090019100_26102022000500']
Stack 11 with items: ['0090019100_26102022000500', '0090019100_26102022000500', '0090019100_26102022000500']
Stack 12 with items: ['0090019100_26102022000500', '0090019100_26102022000500', '0090019100_26102022000500']
Stack 13 with items: ['0090019100_26102022000500', '0090019100_26102022000500', '0090019100_26102022000500']
Stack 14 with items: ['0090019100_26102022000500', '0090019100_26102022000500', '0090019100_26102022000500']
Stack 15 with items: ['0090019100_26102022000500', '0090019100_26102022000500', '0090019100_26102022000500']
Stack 16 with items: ['0090019100_26102022000500', '0090019100_26102022000500', '0090019100_26102022000500']
Stack 17 with items: ['0090019100_26102022000500', '0090019100_26102022000500', '0090019100_26102022000500']
Stack 18 with items: ['0090019100_26102022000500', '0090019100_26102022000444', '0090019100_26102022000257']
Stack 19 with items: ['0090019100_26102022000257', '0090019100_26102022000257', '0090019100_26102022000257']
Stack 20 with items: ['0090019100_26102022000257', '0090019100_26102022000257', '0090019100_26102022000257']
Stack 21 with items: ['0090019100_26102022000257', '0090019100_26102022000257', '0090019100_26102022000257']
Stack 22 with items: ['0090019100_26102022000257', '0090019100_26102022000257', '0090019100_26102022000257']
Stack 23 with items: ['0090019100_26102022000257', '0090019100_26102022000257', '0090019100_26102022000257']
Stack 24 with items: ['0090019100_26102022000257', '0090019100_26102022000257', '0090019100_26102022000257']
Stack 25 with items: ['0090019100_26102022000257', '0090019100_26102022000257', '0090019100_26102022000257']
Heuristic packed all stacks
