dataset: B
instance: BU
+-----------+
2D Packing Heuristic in Truck P346423503
Min2DVol: 27.63611999999999 [m2]
Stack 0 with items: ['0090014400_26102022001009', '0090014400_26102022000370', '0090014400_26102022000224', '0090014400_26102022001838']
Stack 1 with items: ['0090014400_26102022001913', '0090014400_26102022000275', '0090014400_26102022001019', '0090014400_26102022001623', '0090014400_26102022000099']
Stack 2 with items: ['0090014400_26102022002332', '0090014400_26102022002332', '0090014400_26102022002332']
Stack 3 with items: ['0090014400_26102022002332', '0090014400_26102022002332', '0090014400_26102022002332']
Stack 4 with items: ['0090014400_26102022002332', '0090014400_26102022002332', '0090014400_26102022002332']
Stack 5 with items: ['0090014400_26102022002332', '0090014400_26102022002332', '0090014400_26102022002332']
Stack 6 with items: ['0090014400_26102022002332', '0090014400_26102022002180', '0090014400_26102022002332']
Stack 7 with items: ['0090014400_26102022000801', '0090014400_26102022000793', '0090014400_26102022000347']
Stack 8 with items: ['0090014400_26102022000347', '0090014400_26102022000347', '0090014400_26102022000347']
Stack 9 with items: ['0090014400_26102022000347', '0090014400_26102022000347', '0090014400_26102022000347']
Stack 10 with items: ['0090014400_26102022000347', '0090014400_26102022000347', '0090014400_26102022000347']
Stack 11 with items: ['0090014400_26102022000347', '0090014400_26102022000347', '0090014400_26102022000347']
Stack 12 with items: ['0090014400_26102022000347', '0090014400_26102022000219', '0090014400_26102022000219']
Stack 13 with items: ['0090014400_26102022000219', '0090014400_26102022000219', '0090014400_26102022000219']
Stack 14 with items: ['0090014400_26102022000219', '0090014400_26102022000219', '0090014400_26102022000219']
Stack 15 with items: ['0090014400_26102022000219', '0090014400_26102022000219', '0090014400_26102022000219']
Stack 16 with items: ['0090014400_26102022000219', '0090014400_26102022000219', '0090014400_26102022000219']
Stack 17 with items: ['0090014400_26102022000108', '0090014400_26102022000108', '0090014400_26102022000108']
Stack 18 with items: ['0090014400_26102022000108', '0090014400_26102022000108', '0090014400_26102022000108']
Stack 19 with items: ['0090014400_26102022000108', '0090014400_26102022000108', '0090014400_26102022000108']
Stack 20 with items: ['0090014400_26102022000108', '0090014400_26102022000108', '0090014400_26102022000108']
Stack 21 with items: ['0090014400_26102022001120', '0090014400_26102022001120', '0090014400_26102022001120']
Stack 22 with items: ['0090014400_26102022001120', '0090014400_26102022001120']
Heuristic packed all stacks
