dataset: C
instance: DO2
+-----------+
2D Packing Heuristic in Truck P109041115
Min2DVol: 30.720000000000002 [m2]
Stack 0 with items: ['0090019100_28022023000838', '0090019100_28022023000838', '0090019100_28022023000838']
Stack 1 with items: ['0090019100_28022023005718', '0090019100_28022023006241', '0090019100_28022023006241']
Stack 2 with items: ['0090019100_28022023009572', '0090019100_28022023006241', '0090019100_28022023005718']
Stack 3 with items: ['0090019100_28022023006241', '0090019100_28022023006241']
Stack 4 with items: ['0090019100_28022023007522', '0090019100_28022023007522']
Stack 5 with items: ['0090019100_28022023007522', '0090019100_28022023007522']
Stack 6 with items: ['0090019100_28022023007522', '0090019100_28022023007522']
Stack 7 with items: ['0090019100_28022023007522', '0090019100_28022023007522']
Stack 8 with items: ['0090019100_28022023007522', '0090019100_28022023007522']
Stack 9 with items: ['0090019100_28022023007522', '0090019100_28022023007522']
Stack 10 with items: ['0090019100_28022023007522', '0090019100_28022023007357']
Stack 11 with items: ['0090019100_28022023007357', '0090019100_28022023007357']
Stack 12 with items: ['0090019100_28022023007357', '0090019100_28022023007357']
Stack 13 with items: ['0090019100_28022023007357', '0090019100_28022023007357']
Stack 14 with items: ['0090019100_28022023007357', '0090019100_28022023007357']
Heuristic packed all stacks
