dataset: X
instance: TR7
+-----------+
2D Packing Heuristic in Truck P202421707
Min2DVol: 33.48 [m2]
Stack 0 with items: ['0090017000_14062023036894', '0090017000_14062023036894']
Stack 1 with items: ['0090017000_14062023025903', '0090017000_14062023025903']
Stack 2 with items: ['0090017000_14062023025903', '0090017000_14062023025903']
Stack 3 with items: ['0090017000_14062023025903', '0090017000_14062023025903']
Stack 4 with items: ['0090017000_14062023025903', '0090017000_14062023025903']
Stack 5 with items: ['0090017000_14062023025903', '0090017000_14062023025903']
Stack 6 with items: ['0090017000_14062023025903', '0090017000_14062023025903']
Stack 7 with items: ['0090017000_14062023025903', '0090017000_14062023025277']
Stack 8 with items: ['0090017000_14062023025277', '0090017000_14062023025277']
Stack 9 with items: ['0090017000_14062023025277', '0090017000_14062023025277']
Stack 10 with items: ['0090017000_14062023025277', '0090017000_14062023025277']
Stack 11 with items: ['0090017000_14062023025277', '0090017000_14062023025277']
Stack 12 with items: ['0090017000_14062023025277', '0090017000_14062023017930']
Stack 13 with items: ['0090017000_14062023017930', '0090017000_14062023017930']
Stack 14 with items: ['0090017000_14062023017930', '0090017000_14062023017930']
Stack 15 with items: ['0090017000_14062023017930', '0090017000_14062023017930']
Stack 16 with items: ['0090017000_14062023017930', '0090017000_14062023017930']
Stack 17 with items: ['0090017000_14062023017930', '0090017000_14062023017930']
Stack 18 with items: ['0090017000_14062023017930', '0090017000_14062023017930']
Stack 19 with items: ['0090017000_14062023017930', '0090017000_14062023017930']
Stack 20 with items: ['0090017000_14062023017930', '0090017000_14062023017930']
Stack 21 with items: ['0090017000_14062023017930', '0090017000_14062023015789']
Stack 22 with items: ['0090017000_14062023015789', '0090017000_14062023015789']
Stack 23 with items: ['0090017000_14062023012511', '0090017000_14062023012511']
Stack 24 with items: ['0090017000_14062023012511', '0090017000_14062023006598']
Stack 25 with items: ['0090017000_14062023006598', '0090017000_14062023006598']
Stack 26 with items: ['0090017000_14062023006598', '0090017000_14062023006598']
Stack 27 with items: ['0090017000_14062023006598', '0090017000_14062023006598']
Stack 28 with items: ['0090017000_14062023006598', '0090017000_14062023006598']
Stack 29 with items: ['0090017000_14062023006536', '0090017000_14062023006536']
Stack 30 with items: ['0090017000_14062023006536', '0090017000_14062023006536']
Stack 31 with items: ['0090017000_14062023006536', '0090017000_14062023006536']
Stack 32 with items: ['0090017000_14062023006536', '0090017000_14062023006536']
Stack 33 with items: ['0090017000_14062023006536', '0090017000_14062023006536']
Stack 34 with items: ['0090017000_14062023006536', '0090017000_14062023006536']
Stack 35 with items: ['0090017000_14062023002898', '0090017000_14062023002898']
Stacks not packed:
Stack 0 missing: ['0090017000_14062023036894', '0090017000_14062023036894']
Stack 17 missing: ['0090017000_14062023017930', '0090017000_14062023017930']
Stack 18 missing: ['0090017000_14062023017930', '0090017000_14062023017930']
Stack 19 missing: ['0090017000_14062023017930', '0090017000_14062023017930']
Stack 20 missing: ['0090017000_14062023017930', '0090017000_14062023017930']
Stack 21 missing: ['0090017000_14062023017930', '0090017000_14062023015789']
Stack 22 missing: ['0090017000_14062023015789', '0090017000_14062023015789']
Stack 23 missing: ['0090017000_14062023012511', '0090017000_14062023012511']
Stack 24 missing: ['0090017000_14062023012511', '0090017000_14062023006598']
Stack 25 missing: ['0090017000_14062023006598', '0090017000_14062023006598']
Stack 26 missing: ['0090017000_14062023006598', '0090017000_14062023006598']
Stack 27 missing: ['0090017000_14062023006598', '0090017000_14062023006598']
Stack 28 missing: ['0090017000_14062023006598', '0090017000_14062023006598']
Stack 29 missing: ['0090017000_14062023006536', '0090017000_14062023006536']
Stack 30 missing: ['0090017000_14062023006536', '0090017000_14062023006536']
Stack 31 missing: ['0090017000_14062023006536', '0090017000_14062023006536']
Stack 32 missing: ['0090017000_14062023006536', '0090017000_14062023006536']
Stack 33 missing: ['0090017000_14062023006536', '0090017000_14062023006536']
Stack 34 missing: ['0090017000_14062023006536', '0090017000_14062023006536']
Stack 35 missing: ['0090017000_14062023002898', '0090017000_14062023002898']
