dataset: X
instance: RM2
+-----------+
2D Packing Heuristic in Truck P202391311
Min2DVol: 31.272239999999986 [m2]
Stack 0 with items: ['0090038200_08062023002851', '0090038200_08062023001683']
Stack 1 with items: ['0090038200_08062023025329', '0090038200_08062023004882']
Stack 2 with items: ['0090038200_08062023025329', '0090038200_08062023014959']
Stack 3 with items: ['0090038200_08062023010157', '0090038200_08062023010693']
Stack 4 with items: ['0090038200_08062023022926', '0090038200_08062023022926', '0090038200_08062023022926']
Stack 5 with items: ['0090038200_08062023022926', '0090038200_08062023022926', '0090038200_08062023022926']
Stack 6 with items: ['0090038200_08062023022333', '0090038200_08062023022333', '0090038200_08062023022333']
Stack 7 with items: ['0090038200_08062023022333', '0090038200_08062023022333', '0090038200_08062023022333']
Stack 8 with items: ['0090038200_08062023022333', '0090038200_08062023021898', '0090038200_08062023021898']
Stack 9 with items: ['0090038200_08062023021898', '0090038200_08062023021898', '0090038200_08062023021898']
Stack 10 with items: ['0090038200_08062023021898', '0090038200_08062023021898', '0090038200_08062023021898']
Stack 11 with items: ['0090038200_08062023021898', '0090038200_08062023021220', '0090038200_08062023021220']
Stack 12 with items: ['0090038200_08062023016415', '0090038200_08062023016415', '0090038200_08062023016415']
Stack 13 with items: ['0090038200_08062023016415', '0090038200_08062023016415', '0090038200_08062023016415']
Stack 14 with items: ['0090038200_08062023016415', '0090038200_08062023016415', '0090038200_08062023016415']
Stack 15 with items: ['0090038200_08062023011916', '0090038200_08062023009696', '0090038200_08062023011916']
Stack 16 with items: ['0090038200_08062023009696', '0090038200_08062023008649', '0090038200_08062023008649']
Stack 17 with items: ['0090038200_08062023006216', '0090038200_08062023006216', '0090038200_08062023006216']
Stack 18 with items: ['0090038200_08062023006216', '0090038200_08062023006216', '0090038200_08062023006216']
Stack 19 with items: ['0090038200_08062023006216', '0090038200_08062023006216', '0090038200_08062023006216']
Stack 20 with items: ['0090038200_08062023006216', '0090038200_08062023006216', '0090038200_08062023006216']
Stack 21 with items: ['0090038200_08062023006216', '0090038200_08062023006216', '0090038200_08062023006216']
Stack 22 with items: ['0090038200_08062023006216', '0090038200_08062023006216', '0090038200_08062023006216']
Stack 23 with items: ['0090038200_08062023006216', '0090038200_08062023005718', '0090038200_08062023006216']
Stack 24 with items: ['0090038200_08062023005718', '0090038200_08062023005210', '0090038200_08062023005210']
Stack 25 with items: ['0090038200_08062023005210', '0090038200_08062023002380', '0090038200_08062023002380']
Heuristic packed all stacks
